date,hour,NUCLEAR,GAS,HYDRO,WIND,SOLAR,BIOFUEL
13/11/2016,3,9829,675,2522,938,0,0
13/11/2016,4,9835,676,2533,851,0,0
13/11/2016,5,9833,677,2605,1008,0,0
13/11/2016,6,9834,677,2532,1256,0,0
13/11/2016,7,9835,677,2632,1381,4,0
13/11/2016,8,9831,672,2541,1949,16,1
13/11/2016,9,9835,674,2948,1561,72,0
13/11/2016,10,9843,672,3273,1193,160,0
13/11/2016,11,9841,669,3246,1157,210,1
13/11/2016,12,9844,666,3218,1328,226,0
13/11/2016,13,9841,662,3273,1304,209,11
13/11/2016,14,9846,662,3275,1110,120,4
13/11/2016,15,9846,665,3324,1272,132,0
13/11/2016,16,9813,664,3360,1905,91,0
13/11/2016,17,9851,667,3898,2675,15,0
13/11/2016,18,9854,669,4243,3459,0,0
13/11/2016,19,9855,669,4141,3548,0,0
13/11/2016,20,9858,667,3833,3462,0,0
13/11/2016,21,9852,670,3515,3436,0,0
13/11/2016,22,9849,670,2919,3508,0,0
13/11/2016,23,9848,669,2727,2682,0,0
13/11/2016,24,9850,674,2557,2109,0,0
14/11/2016,1,9852,675,2485,1433,0,2
14/11/2016,2,9850,674,2480,1418,0,9
14/11/2016,3,9854,689,2472,1246,0,8
14/11/2016,4,9854,718,2450,1291,0,8
14/11/2016,5,9854,768,2585,1153,0,8
14/11/2016,6,9855,847,2581,1516,0,18
14/11/2016,7,9853,978,3199,1969,1,27
14/11/2016,8,9859,1064,3659,1923,14,40
14/11/2016,9,9861,1095,3788,1594,80,43
14/11/2016,10,9858,1112,3711,1146,147,47
14/11/2016,11,9845,1110,3586,1191,184,47
14/11/2016,12,9837,1110,3684,1090,195,42
14/11/2016,13,9841,1129,3670,1033,175,29
14/11/2016,14,9845,1234,3721,1019,133,26
14/11/2016,15,9845,1432,3900,1021,102,26
14/11/2016,16,9851,1545,3946,1094,45,25
14/11/2016,17,9851,1898,4499,1098,4,28
14/11/2016,18,9845,2039,5051,1208,0,27
14/11/2016,19,9845,1871,4889,1404,0,26
14/11/2016,20,9850,1773,4746,1538,0,26
14/11/2016,21,9839,1878,4665,1496,0,26
14/11/2016,22,9839,1716,4139,1373,0,26
14/11/2016,23,9842,1102,3791,1247,0,26
14/11/2016,24,9834,971,3257,1116,0,15
15/11/2016,1,9833,969,3250,925,0,11
15/11/2016,2,9837,971,3083,825,0,11
15/11/2016,3,9834,806,3026,690,0,11
15/11/2016,4,9834,781,3281,488,0,12
15/11/2016,5,9839,885,3331,484,0,16
15/11/2016,6,9834,1224,2980,364,0,42
15/11/2016,7,9840,1432,4140,397,1,46
15/11/2016,8,9836,1786,4879,399,7,70
15/11/2016,9,9834,1663,4538,511,57,119
15/11/2016,10,9694,1566,4424,446,69,154
15/11/2016,11,9674,1712,4515,307,146,167
15/11/2016,12,9670,1675,4250,294,177,169
15/11/2016,13,9759,1660,4037,304,163,169
15/11/2016,14,9835,1859,3893,307,170,171
15/11/2016,15,9835,1967,3795,298,129,172
15/11/2016,16,9836,2165,4015,217,70,169
15/11/2016,17,9839,2680,4782,154,10,178
15/11/2016,18,9842,3199,5210,177,0,183
15/11/2016,19,9839,3108,5118,332,0,182
15/11/2016,20,9841,3066,4737,358,0,96
15/11/2016,21,9834,2935,4700,455,0,67
15/11/2016,22,9827,2225,4264,510,0,36
15/11/2016,23,9837,1716,3547,514,0,26
15/11/2016,24,9840,1162,3135,533,0,16
16/11/2016,1,9839,874,3279,589,0,14
16/11/2016,2,9840,773,2904,603,0,14
16/11/2016,3,9870,778,2805,677,0,13
16/11/2016,4,9853,775,2806,712,0,13
16/11/2016,5,9894,778,2945,755,0,16
16/11/2016,6,9902,832,2973,668,0,56
16/11/2016,7,9916,977,3736,902,0,107
16/11/2016,8,9924,1034,4424,911,4,144
16/11/2016,9,9926,1269,4548,958,19,159
16/11/2016,10,9920,1084,4507,1010,56,168
16/11/2016,11,9914,1102,4444,922,83,172
16/11/2016,12,9918,1121,4322,896,123,171
16/11/2016,13,9877,1088,4094,1003,112,174
16/11/2016,14,9710,1397,4303,988,107,169
16/11/2016,15,9788,1673,4145,1105,73,172
16/11/2016,16,9912,1971,4110,965,18,169
16/11/2016,17,9860,2121,4480,797,4,94
16/11/2016,18,9865,2716,5190,485,1,138
16/11/2016,19,9869,2733,5049,401,1,182
16/11/2016,20,9872,2509,5015,407,1,183
16/11/2016,21,9869,2402,4873,341,1,125
16/11/2016,22,9862,2704,4172,350,1,51
16/11/2016,23,9855,2074,3755,346,1,26
16/11/2016,24,9844,1218,3442,310,0,16
17/11/2016,1,9845,834,3475,291,0,15
17/11/2016,2,9853,804,3514,266,0,16
17/11/2016,3,9853,788,3545,236,0,15
17/11/2016,4,9852,779,3434,237,0,18
17/11/2016,5,9853,780,3507,331,0,19
17/11/2016,6,9864,783,3472,578,0,54
17/11/2016,7,9865,796,4217,687,2,119
17/11/2016,8,9868,864,4565,1056,8,163
17/11/2016,9,9866,809,4288,1319,33,172
17/11/2016,10,9865,817,3801,1271,82,174
17/11/2016,11,9861,814,3686,1379,106,176
17/11/2016,12,9863,811,3872,1528,112,169
17/11/2016,13,9864,814,3796,1617,116,171
17/11/2016,14,9865,983,3794,1633,108,170
17/11/2016,15,9900,1088,3550,1709,100,170
17/11/2016,16,9857,1186,3616,1803,61,170
17/11/2016,17,9858,1192,4238,2030,9,169
17/11/2016,18,9851,1190,4359,2573,0,170
17/11/2016,19,9856,1187,4340,2895,0,170
17/11/2016,20,9853,1185,4069,2935,0,114
17/11/2016,21,9852,1191,4014,3004,0,31
17/11/2016,22,9852,904,3454,3009,0,26
17/11/2016,23,9849,784,3028,2732,0,25
17/11/2016,24,9856,775,2692,2612,0,18
18/11/2016,1,9852,774,2562,2008,0,14
18/11/2016,2,9854,775,2541,1588,0,13
18/11/2016,3,9854,776,2535,1150,0,13
18/11/2016,4,9850,777,2518,1235,0,13
18/11/2016,5,9849,776,2618,1146,0,12
18/11/2016,6,9854,777,2800,1622,0,16
18/11/2016,7,9867,781,3295,2357,0,22
18/11/2016,8,9870,790,3385,2589,7,27
18/11/2016,9,9857,799,3458,2410,58,27
18/11/2016,10,9868,811,3528,2000,123,27
18/11/2016,11,9787,811,3581,2018,147,27
18/11/2016,12,9784,812,3561,1708,164,27
18/11/2016,13,9787,813,3569,1563,179,27
18/11/2016,14,9783,818,3480,1825,165,27
18/11/2016,15,9797,868,3519,1996,128,27
18/11/2016,16,9804,959,3504,2350,60,28
18/11/2016,17,9862,1093,3887,2114,8,27
18/11/2016,18,9863,1103,3999,3037,0,27
18/11/2016,19,9865,861,3868,3050,0,43
18/11/2016,20,9863,789,3734,3066,0,39
18/11/2016,21,9864,773,3612,3339,0,28
18/11/2016,22,9861,769,3146,3509,0,33
18/11/2016,23,9857,767,2811,3386,0,49
18/11/2016,24,9864,621,2572,2647,0,31
19/11/2016,1,9863,579,2502,2109,0,27
19/11/2016,2,9863,579,2474,1733,0,11
19/11/2016,3,9862,574,2466,1477,0,3
19/11/2016,4,9859,573,2496,1120,0,4
19/11/2016,5,9863,572,2523,1202,0,3
19/11/2016,6,9869,574,2541,1347,0,5
19/11/2016,7,9866,573,2711,1656,0,7
19/11/2016,8,9862,571,3271,1626,7,4
19/11/2016,9,9863,566,3438,2405,35,4
19/11/2016,10,9866,570,3480,2891,69,3
19/11/2016,11,9863,589,3479,3098,85,10
19/11/2016,12,9854,610,3411,3187,84,12
19/11/2016,13,9849,654,3584,3123,68,2
19/11/2016,14,9845,729,3682,3032,51,0
19/11/2016,15,9847,955,3526,3180,38,0
19/11/2016,16,9866,963,3335,3235,22,0
19/11/2016,17,10069,973,3466,2979,4,0
19/11/2016,18,10035,985,3814,3667,0,0
19/11/2016,19,10032,995,3748,3533,0,0
19/11/2016,20,10027,990,3640,3562,0,0
19/11/2016,21,10027,991,3659,3194,0,0
19/11/2016,22,10035,994,3092,3364,0,0
19/11/2016,23,10054,991,2918,2823,0,0
19/11/2016,24,10084,672,2594,2681,0,0
20/11/2016,1,10084,623,2555,2093,0,0
20/11/2016,2,10298,627,2485,1841,0,0
20/11/2016,3,10561,626,2483,1423,0,0
20/11/2016,4,10541,627,2474,1248,0,0
20/11/2016,5,10542,627,2540,1168,0,0
20/11/2016,6,10544,627,2548,1413,0,0
20/11/2016,7,10545,618,2682,1636,1,0
20/11/2016,8,10541,621,2785,2009,3,0
20/11/2016,9,10538,628,2842,2653,14,0
20/11/2016,10,10523,723,3174,2500,30,0
20/11/2016,11,10519,998,3254,2706,53,0
20/11/2016,12,10588,998,3248,2988,34,0
20/11/2016,13,10675,998,3368,3041,27,0
20/11/2016,14,10685,997,3309,3122,25,0
20/11/2016,15,10699,1001,3419,3198,14,0
20/11/2016,16,10695,997,3426,3475,10,0
20/11/2016,17,10697,998,3869,3419,2,0
20/11/2016,18,10699,999,4521,3511,0,0
20/11/2016,19,10704,1000,4346,3533,0,0
20/11/2016,20,10704,1001,3984,3563,1,0
20/11/2016,21,10693,997,3875,3488,0,0
20/11/2016,22,10694,998,3626,3404,0,0
20/11/2016,23,10697,676,3246,3235,0,0
20/11/2016,24,10705,628,2687,2950,0,0
21/11/2016,1,10704,625,2559,2390,0,0
21/11/2016,2,10704,626,2547,1995,0,4
21/11/2016,3,10719,626,2508,1864,0,9
21/11/2016,4,10724,627,2523,1854,0,10
21/11/2016,5,10724,645,2590,1943,0,10
21/11/2016,6,10726,664,2523,2635,0,17
21/11/2016,7,10726,686,3016,3039,1,22
21/11/2016,8,10729,799,3356,3391,2,26
21/11/2016,9,10724,871,3397,3449,18,26
21/11/2016,10,10729,1013,3363,3362,45,27
21/11/2016,11,10724,1009,3387,3254,52,27
21/11/2016,12,10728,1010,3380,2961,74,27
21/11/2016,13,10728,1006,3445,2937,80,27
21/11/2016,14,10719,981,3455,2952,64,26
21/11/2016,15,10720,1008,3528,3092,44,26
21/11/2016,16,10722,1008,3687,3330,12,27
21/11/2016,17,10720,1018,4361,3305,2,27
21/11/2016,18,10721,1155,4995,3270,1,26
21/11/2016,19,10720,1215,4982,3300,0,26
21/11/2016,20,10722,1182,4771,3395,0,26
21/11/2016,21,10722,1055,4644,3291,0,25
21/11/2016,22,10729,863,4334,3051,0,25
21/11/2016,23,10724,826,3389,2820,0,25
21/11/2016,24,10734,816,2824,2679,0,17
22/11/2016,1,10724,819,2438,2493,0,12
22/11/2016,2,10723,810,2449,2076,0,12
22/11/2016,3,10728,805,2430,1758,0,12
22/11/2016,4,10722,811,2437,1904,0,12
22/11/2016,5,10734,842,2718,1893,0,12
22/11/2016,6,10733,947,2825,1653,0,13
22/11/2016,7,10734,1006,3693,1498,1,26
22/11/2016,8,10728,1161,4682,1308,3,60
22/11/2016,9,10734,1548,4441,1063,22,82
22/11/2016,10,10729,1472,4477,922,70,79
22/11/2016,11,10729,1310,4492,751,122,95
22/11/2016,12,10725,1583,4463,623,150,164
22/11/2016,13,10722,1708,4275,599,163,175
22/11/2016,14,10718,1688,4260,544,129,177
22/11/2016,15,10714,1862,4256,502,102,175
22/11/2016,16,10715,2166,4378,462,52,172
22/11/2016,17,10713,2759,4745,387,2,173
22/11/2016,18,10711,3342,5019,342,1,173
22/11/2016,19,10711,3349,4928,264,0,174
22/11/2016,20,10714,3312,4766,203,0,104
22/11/2016,21,10710,3101,4398,208,0,26
22/11/2016,22,10693,2869,3955,230,0,27
22/11/2016,23,10701,2799,3375,202,0,27
22/11/2016,24,10698,2241,3118,178,0,14
23/11/2016,1,10703,1652,2964,181,0,11
23/11/2016,2,10709,1329,2958,235,0,11
23/11/2016,3,10709,1404,2798,279,0,11
23/11/2016,4,10699,1495,2720,348,0,12
23/11/2016,5,10706,1615,2762,436,0,14
23/11/2016,6,10705,1797,3001,196,0,26
23/11/2016,7,10698,1948,3552,534,0,68
23/11/2016,8,10702,2443,4167,607,6,113
23/11/2016,9,10701,2433,4025,628,63,141
23/11/2016,10,10694,2334,4021,728,127,162
23/11/2016,11,10540,2519,4054,667,105,169
23/11/2016,12,10535,2749,4087,619,77,170
23/11/2016,13,10538,2614,4086,618,66,170
23/11/2016,14,10537,2612,4055,637,47,171
23/11/2016,15,10532,2549,3980,659,29,171
23/11/2016,16,10667,2626,4109,833,12,169
23/11/2016,17,10689,2599,4256,958,1,170
23/11/2016,18,10693,2680,4802,1164,0,175
23/11/2016,19,10693,2600,4375,1834,1,149
23/11/2016,20,10690,2622,3887,2083,0,69
23/11/2016,21,10678,2587,3804,2199,0,34
23/11/2016,22,10678,1799,3536,2369,0,26
23/11/2016,23,10674,1576,3262,2158,0,26
23/11/2016,24,10677,1098,3038,2053,0,15
24/11/2016,1,10679,1032,2882,1976,0,13
24/11/2016,2,10658,1073,2438,1736,0,14
24/11/2016,3,10656,909,2525,1689,0,15
24/11/2016,4,10650,1073,2460,1575,0,13
24/11/2016,5,10648,1188,2551,1359,0,16
24/11/2016,6,10634,1243,2652,1206,0,30
24/11/2016,7,10641,1454,3306,1198,0,87
24/11/2016,8,10651,1872,4130,935,1,129
24/11/2016,9,10656,2127,4389,700,3,186
24/11/2016,10,10648,2451,4337,507,4,187
24/11/2016,11,10644,2577,4282,369,8,195
24/11/2016,12,10649,2662,4408,383,9,191
24/11/2016,13,10658,2749,4434,403,16,190
24/11/2016,14,10661,2595,4311,396,21,187
24/11/2016,15,10659,2534,4335,346,15,175
24/11/2016,16,10657,2556,4433,288,3,168
24/11/2016,17,10652,2657,4520,294,0,107
24/11/2016,18,10650,2619,4758,228,0,76
24/11/2016,19,10646,2616,4772,241,0,85
24/11/2016,20,10635,2616,4580,295,0,70
24/11/2016,21,10627,2615,4356,329,0,43
24/11/2016,22,10626,2596,3804,386,0,24
24/11/2016,23,10624,1840,3463,420,0,25
24/11/2016,24,10628,1301,3015,444,0,14
25/11/2016,1,10628,1040,2889,517,0,14
25/11/2016,2,10631,915,2877,486,0,14
25/11/2016,3,10630,970,2815,472,0,13
25/11/2016,4,10629,1177,2910,507,0,13
25/11/2016,5,10629,1323,2745,471,0,15
25/11/2016,6,10626,1476,2843,357,0,17
25/11/2016,7,10630,1542,3458,602,0,21
25/11/2016,8,10627,1837,3968,782,1,27
25/11/2016,9,10631,2074,4272,879,7,26
25/11/2016,10,10632,2218,4217,895,23,27
25/11/2016,11,10650,2160,4232,994,30,27
25/11/2016,12,10655,1841,4265,942,26,27
25/11/2016,13,10661,1548,4090,1133,27,27
25/11/2016,14,10507,1522,4141,1017,20,19
25/11/2016,15,10573,1637,4474,817,13,26
25/11/2016,16,10639,1725,4572,723,6,27
25/11/2016,17,10638,1836,4623,569,0,27
25/11/2016,18,10637,1964,4989,562,0,26
25/11/2016,19,10634,1847,4822,615,0,27
25/11/2016,20,10640,1781,4550,717,0,27
25/11/2016,21,10653,1790,4471,741,0,27
25/11/2016,22,10648,1510,4209,672,0,27
25/11/2016,23,10641,1101,3680,691,0,27
25/11/2016,24,10650,857,3389,582,0,18
26/11/2016,1,10658,652,3100,601,0,15
26/11/2016,2,10655,617,2751,621,0,14
26/11/2016,3,10657,617,2843,672,0,13
26/11/2016,4,10654,701,2992,684,0,12
26/11/2016,5,10668,956,3022,727,0,3
26/11/2016,6,10644,1335,2614,814,0,0
26/11/2016,7,10573,1449,2878,777,0,0
26/11/2016,8,10577,1507,3103,711,2,0
26/11/2016,9,10583,1689,4027,758,11,0
26/11/2016,10,10582,1593,4089,735,32,0
26/11/2016,11,10599,1590,4026,743,62,0
26/11/2016,12,10599,1465,4113,744,67,0
26/11/2016,13,10596,1541,4329,676,57,0
26/11/2016,14,10595,1590,4146,772,48,0
26/11/2016,15,10595,1206,4263,838,28,0
26/11/2016,16,10568,1293,4372,759,6,0
26/11/2016,17,10594,1536,4131,847,1,0
26/11/2016,18,10697,1532,4478,1066,0,0
26/11/2016,19,10711,1525,4361,1343,0,0
26/11/2016,20,10712,1337,4547,1201,0,0
26/11/2016,21,10709,1352,4594,996,0,0
26/11/2016,22,10711,1184,4004,1029,0,0
26/11/2016,23,10706,842,3661,1144,0,0
26/11/2016,24,10708,607,3486,1046,0,0
27/11/2016,1,10706,558,3200,1004,0,0
27/11/2016,2,10704,559,2937,1149,0,0
27/11/2016,3,10705,559,2760,1178,0,0
27/11/2016,4,10717,560,2840,908,0,0
27/11/2016,5,10717,560,3087,785,0,0
27/11/2016,6,10699,560,2686,750,0,0
27/11/2016,7,10618,560,2690,700,0,0
27/11/2016,8,10615,563,3118,849,2,0
27/11/2016,9,10609,635,3709,823,33,0
27/11/2016,10,10606,646,3627,703,31,0
27/11/2016,11,10610,850,3705,676,52,0
27/11/2016,12,10613,1121,3925,788,106,0
27/11/2016,13,10609,1298,3717,995,122,0
27/11/2016,14,10660,1542,3541,1040,101,0
27/11/2016,15,10706,1815,3489,908,72,0
27/11/2016,16,10706,1816,3715,861,27,0
27/11/2016,17,10707,1834,4171,719,5,0
27/11/2016,18,10709,1820,4715,737,0,0
27/11/2016,19,10723,1873,4699,836,0,0
27/11/2016,20,10720,1786,4433,959,0,0
27/11/2016,21,10721,824,4276,1096,0,0
27/11/2016,22,10720,662,4114,1212,0,0
27/11/2016,23,10720,628,3530,1357,0,0
27/11/2016,24,10722,569,2893,1624,0,0
28/11/2016,1,10725,557,2675,1732,0,14
28/11/2016,2,10718,556,2518,1807,0,13
28/11/2016,3,10724,555,2508,1483,0,13
28/11/2016,4,10721,555,2505,1598,0,13
28/11/2016,5,10725,556,2594,1835,0,14
28/11/2016,6,10726,560,2733,2084,0,17
28/11/2016,7,10724,584,3592,2278,0,27
28/11/2016,8,10723,686,3680,2600,4,37
28/11/2016,9,10721,700,3584,2145,36,37
28/11/2016,10,10713,748,3371,1753,102,27
28/11/2016,11,10732,783,3497,1568,142,27
28/11/2016,12,10730,803,3585,1420,133,29
28/11/2016,13,10714,811,3560,1341,117,27
28/11/2016,14,10716,812,3619,1571,81,26
28/11/2016,15,10713,809,3537,1768,68,26
28/11/2016,16,10713,813,3770,2535,16,27
28/11/2016,17,10710,840,4451,2655,0,26
28/11/2016,18,10711,1172,4652,2863,0,27
28/11/2016,19,10705,1179,4287,3125,0,26
28/11/2016,20,10704,928,3981,3333,0,26
28/11/2016,21,10698,812,3973,3475,0,26
28/11/2016,22,10685,811,3347,3538,0,26
28/11/2016,23,10656,812,2648,3082,0,26
28/11/2016,24,10658,806,2610,2344,0,16
29/11/2016,1,10669,804,2514,1783,0,12
29/11/2016,2,10670,804,2458,1407,0,12
29/11/2016,3,10668,803,2479,1156,0,12
29/11/2016,4,10661,802,2497,1073,0,13
29/11/2016,5,10495,827,2711,1150,0,13
29/11/2016,6,10161,889,2674,2042,0,17
29/11/2016,7,10165,798,2847,3042,0,19
29/11/2016,8,10166,807,3398,3355,0,26
29/11/2016,9,10172,842,3547,3378,11,26
29/11/2016,10,10160,883,3605,3341,19,26
29/11/2016,11,10180,1021,3512,3215,31,27
29/11/2016,12,10179,1334,3570,2799,35,26
29/11/2016,13,10180,1483,3492,2411,44,31
29/11/2016,14,10309,1564,3733,2013,48,30
29/11/2016,15,10285,1732,3912,1572,49,27
29/11/2016,16,10163,1880,4424,1135,20,26
29/11/2016,17,10162,2074,4479,1021,2,26
29/11/2016,18,10162,2111,4913,1310,0,26
29/11/2016,19,10178,2080,4387,1646,0,27
29/11/2016,20,10180,2001,4085,1870,0,27
29/11/2016,21,10175,1429,4110,1931,0,26
29/11/2016,22,10170,1218,4335,1843,0,26
29/11/2016,23,10164,868,3797,1746,0,26
29/11/2016,24,10173,746,3243,1854,0,16
30/11/2016,1,10179,737,2726,1813,0,12
30/11/2016,2,10180,743,2519,1733,0,11
30/11/2016,3,10182,768,2557,1464,0,11
30/11/2016,4,10188,769,2501,1521,0,11
30/11/2016,5,10191,772,2566,1495,0,11
30/11/2016,6,10192,894,2904,1445,0,16
30/11/2016,7,10198,1086,3434,1381,0,23
30/11/2016,8,10199,1178,4112,1168,1,26
30/11/2016,9,10200,1187,4189,1174,29,26
30/11/2016,10,10203,1253,4275,1060,38,26
30/11/2016,11,10201,1365,4374,920,93,27
30/11/2016,12,10202,1418,4525,853,107,27
30/11/2016,13,10202,1339,4743,749,64,26
30/11/2016,14,10054,1575,4844,606,13,26
30/11/2016,15,10117,1738,4771,565,7,26
30/11/2016,16,10201,1861,4722,665,3,26
30/11/2016,17,10210,1920,4896,778,0,27
30/11/2016,18,10215,2274,5134,968,0,27
30/11/2016,19,10220,2061,4874,1357,0,27
30/11/2016,20,10221,1878,4391,1829,0,30
30/11/2016,21,10210,1687,3975,2028,0,28
30/11/2016,22,10208,1247,3411,2332,0,26
30/11/2016,23,10209,995,2893,2497,0,26
30/11/2016,24,10250,804,2676,2358,0,17
01/12/2016,1,9990,713,2414,2229,0,13
01/12/2016,2,9444,709,2454,2199,0,13
01/12/2016,3,9442,709,2504,1800,0,16
01/12/2016,4,9438,733,2490,1664,0,15
01/12/2016,5,9444,738,2556,1729,0,14
01/12/2016,6,9451,740,2732,2254,0,17
01/12/2016,7,9463,740,3204,2620,0,20
01/12/2016,8,9460,747,3843,2893,0,26
01/12/2016,9,9460,750,4299,2799,10,26
01/12/2016,10,9460,750,4375,2815,26,26
01/12/2016,11,9460,751,4384,2871,36,26
01/12/2016,12,9472,754,4065,2972,49,26
01/12/2016,13,9472,814,3951,3053,45,26
01/12/2016,14,9477,862,3927,3078,29,26
01/12/2016,15,9476,986,3871,3122,35,26
01/12/2016,16,9478,1106,3990,3144,24,26
01/12/2016,17,9478,1183,4314,3111,1,25
01/12/2016,18,9476,1160,4973,3166,0,25
01/12/2016,19,9474,1161,4708,3273,0,26
01/12/2016,20,9475,1159,4733,3372,0,27
01/12/2016,21,9473,1157,4384,3401,0,26
01/12/2016,22,9466,1157,3787,3318,0,26
01/12/2016,23,9465,1158,3552,2429,0,26
01/12/2016,24,9465,1127,2888,2611,0,15
02/12/2016,1,9471,812,2613,2517,0,0
02/12/2016,2,9475,729,2429,2279,0,0
02/12/2016,3,9473,724,2470,2061,0,0
02/12/2016,4,9473,721,2528,1939,0,0
02/12/2016,5,9470,722,2601,1966,0,0
02/12/2016,6,9474,724,2573,2535,0,0
02/12/2016,7,9474,723,3330,2754,0,0
02/12/2016,8,9479,739,3965,2823,0,0
02/12/2016,9,9476,747,4249,2855,3,1
02/12/2016,10,9465,752,4606,2832,18,0
02/12/2016,11,9463,804,4532,2827,60,0
02/12/2016,12,9462,830,4455,2865,28,0
02/12/2016,13,9459,1001,4135,3043,22,0
02/12/2016,14,9465,1269,3793,3155,15,0
02/12/2016,15,9468,1372,3784,3147,30,0
02/12/2016,16,9469,1392,3890,3165,5,3
02/12/2016,17,9469,1526,4544,3105,0,1
02/12/2016,18,9461,1522,5156,3021,0,1
02/12/2016,19,9459,1524,5230,2910,0,0
02/12/2016,20,9462,1508,5046,2655,0,1
02/12/2016,21,9456,1330,5111,2638,0,0
02/12/2016,22,9446,1366,4662,2489,0,0
02/12/2016,23,9449,847,4186,2418,0,0
02/12/2016,24,9443,606,3724,2326,0,0
03/12/2016,1,9444,589,3384,2296,0,4
03/12/2016,2,9445,594,3167,2090,0,0
03/12/2016,3,9448,593,3051,1928,0,0
03/12/2016,4,9442,642,2910,1821,0,0
03/12/2016,5,9448,649,3041,1697,0,0
03/12/2016,6,9445,800,3230,1580,0,0
03/12/2016,7,9443,1146,3327,1405,1,1
03/12/2016,8,9444,1539,3528,1356,1,2
03/12/2016,9,9439,1659,4452,1232,15,1
03/12/2016,10,9437,1783,4529,1220,22,0
03/12/2016,11,9437,1628,4525,1161,28,1
03/12/2016,12,9437,1753,4681,1035,50,1
03/12/2016,13,9447,1973,4731,925,57,2
03/12/2016,14,9463,2138,4641,895,41,0
03/12/2016,15,9428,2144,4830,973,21,0
03/12/2016,16,9479,2255,4730,884,5,0
03/12/2016,17,9488,2519,4872,777,0,0
03/12/2016,18,9504,2934,5365,680,0,0
03/12/2016,19,9525,2718,5320,567,0,0
03/12/2016,20,9534,2581,5302,427,0,0
03/12/2016,21,9529,2289,5226,383,0,2
03/12/2016,22,9527,1880,4744,382,0,1
03/12/2016,23,9567,1404,4463,341,0,0
03/12/2016,24,9610,1037,4072,257,0,0
04/12/2016,1,9627,627,3716,177,0,0
04/12/2016,2,9645,584,3460,169,0,0
04/12/2016,3,9660,586,3366,153,0,0
04/12/2016,4,9691,589,3462,118,0,0
04/12/2016,5,9694,673,3720,90,0,0
04/12/2016,6,9691,838,3553,141,0,0
04/12/2016,7,9689,949,3433,155,1,0
04/12/2016,8,9689,1004,3603,247,2,0
04/12/2016,9,9686,1120,4351,275,15,0
04/12/2016,10,9682,1237,4477,262,50,0
04/12/2016,11,9685,1278,4693,265,59,0
04/12/2016,12,9680,1416,4807,219,59,0
04/12/2016,13,9676,1683,4868,221,76,0
04/12/2016,14,9679,1942,4582,293,53,0
04/12/2016,15,9680,1974,4766,495,49,0
04/12/2016,16,9680,1843,4859,705,21,0
04/12/2016,17,9679,1923,5120,792,1,0
04/12/2016,18,9679,2244,5429,1015,0,1
04/12/2016,19,9681,1966,5344,1366,0,3
04/12/2016,20,9674,1499,4871,1884,0,12
04/12/2016,21,9664,1383,4368,2140,0,9
04/12/2016,22,9664,1069,3768,2341,0,10
04/12/2016,23,9669,975,3484,2079,0,9
04/12/2016,24,9669,717,3539,1636,0,11
05/12/2016,1,9653,591,3671,1161,0,10
05/12/2016,2,9649,592,3549,1257,0,10
05/12/2016,3,9646,595,3292,1599,0,10
05/12/2016,4,9647,666,3075,1908,0,12
05/12/2016,5,9654,753,2889,2104,0,14
05/12/2016,6,9656,737,2858,2095,0,15
05/12/2016,7,9671,705,3391,2417,0,20
05/12/2016,8,9782,835,4179,2583,1,27
05/12/2016,9,9845,849,4257,2669,11,27
05/12/2016,10,9842,815,4414,2598,5,27
05/12/2016,11,9845,957,4603,2318,11,27
05/12/2016,12,9843,1150,4216,2315,31,27
05/12/2016,13,9838,1483,3746,2093,47,27
05/12/2016,14,9838,1947,3739,1652,43,28
05/12/2016,15,9839,2349,3744,1550,28,28
05/12/2016,16,9837,2661,3842,1640,10,27
05/12/2016,17,9842,2856,4591,1394,0,28
05/12/2016,18,9836,3633,5356,1214,0,27
05/12/2016,19,9832,3672,5349,978,0,27
05/12/2016,20,9830,3393,5277,745,0,28
05/12/2016,21,9824,3107,5175,591,0,27
05/12/2016,22,9816,2589,4837,471,0,27
05/12/2016,23,9803,1954,4321,397,0,28
05/12/2016,24,9807,1702,3687,222,0,19
06/12/2016,1,9815,1034,3051,184,0,15
06/12/2016,2,9816,648,3126,317,0,16
06/12/2016,3,9821,616,2955,491,0,17
06/12/2016,4,9828,618,2763,701,0,24
06/12/2016,5,9880,616,2994,1008,0,23
06/12/2016,6,9883,674,2990,1273,0,29
06/12/2016,7,9885,801,3419,1973,1,40
06/12/2016,8,9885,800,3964,2474,2,48
06/12/2016,9,9880,808,3869,2757,13,50
06/12/2016,10,9879,818,3884,2765,32,35
06/12/2016,11,9881,878,3756,2737,71,27
06/12/2016,12,9880,1192,3533,2695,96,27
06/12/2016,13,9875,1288,3585,2450,100,27
06/12/2016,14,9868,1587,3659,2245,67,27
06/12/2016,15,9865,1721,3891,2021,21,27
06/12/2016,16,9855,2051,3829,2214,7,27
06/12/2016,17,9859,2255,4431,1931,0,27
06/12/2016,18,9840,2496,5234,1565,0,27
06/12/2016,19,9840,2562,5418,1235,0,27
06/12/2016,20,9838,2566,5191,1129,0,27
06/12/2016,21,9840,1874,5116,1201,0,27
06/12/2016,22,9837,1411,4587,1414,0,27
06/12/2016,23,9840,1296,3840,1318,0,27
06/12/2016,24,9846,912,3327,1678,0,17
07/12/2016,1,9856,644,2844,2106,0,15
07/12/2016,2,9863,607,2560,2287,0,13
07/12/2016,3,9873,608,2465,2058,0,13
