date,hour,HOEP,TOU
25/01/2016,14,0.00651,0
25/01/2016,15,0.00583,0
25/01/2016,16,0.00578,0
25/01/2016,17,0.00472,0
25/01/2016,18,0.01025,0
25/01/2016,19,0.01273,0
25/01/2016,20,0.01341,0
25/01/2016,21,0.00843,0
25/01/2016,22,0.00515,0
25/01/2016,23,0,0
25/01/2016,24,-0.00037,0
26/01/2016,1,-0.00185,0
26/01/2016,2,-0.00453,0
26/01/2016,3,-0.00435,0
26/01/2016,4,-0.00448,0
26/01/2016,5,-0.00446,0
26/01/2016,6,-0.0036,0
26/01/2016,7,-0.00224,0
26/01/2016,8,0,0
26/01/2016,9,0,0
26/01/2016,10,0,0
26/01/2016,11,0,0
26/01/2016,12,0.00355,0
26/01/2016,13,0.00562,0
26/01/2016,14,0.00577,0
26/01/2016,15,0.00587,0
26/01/2016,16,0.00497,0
26/01/2016,17,0.00962,0
26/01/2016,18,0.01287,0
26/01/2016,19,0.01149,0
26/01/2016,20,0.01332,0
26/01/2016,21,0.05029,0
26/01/2016,22,0.01064,0
26/01/2016,23,0.00315,0
26/01/2016,24,-0.00037,0
27/01/2016,1,-0.00027,0
27/01/2016,2,0,0
27/01/2016,3,0,0
27/01/2016,4,0,0
27/01/2016,5,0,0
27/01/2016,6,-0.00086,0
27/01/2016,7,0.00734,0
27/01/2016,8,0.02822,0
27/01/2016,9,0.04571,0
27/01/2016,10,0.03376,0
27/01/2016,11,0.01433,0
27/01/2016,12,0.00894,0
27/01/2016,13,0.00791,0
27/01/2016,14,0.01434,0
27/01/2016,15,0.01425,0
27/01/2016,16,0.01433,0
27/01/2016,17,0.01429,0
27/01/2016,18,0.01615,0
27/01/2016,19,0.01425,0
27/01/2016,20,0.01323,0
27/01/2016,21,0.01154,0
27/01/2016,22,0.00283,0
27/01/2016,23,0.00087,0
27/01/2016,24,-0.00037,0
28/01/2016,1,-0.00139,0
28/01/2016,2,-0.00003,0
28/01/2016,3,-0.0009,0
28/01/2016,4,-0.00001,0
28/01/2016,5,-0.00001,0
28/01/2016,6,-0.00027,0
28/01/2016,7,-0.00025,0
28/01/2016,8,0,0
28/01/2016,9,0.00039,0
28/01/2016,10,0.00589,0
28/01/2016,11,0.00401,0
28/01/2016,12,0,0
28/01/2016,13,0,0
28/01/2016,14,0,0
28/01/2016,15,0,0
28/01/2016,16,0.00312,0
28/01/2016,17,0.00413,0
28/01/2016,18,0.01419,0
28/01/2016,19,0.01763,0
28/01/2016,20,0.01674,0
28/01/2016,21,0.0144,0
28/01/2016,22,0.00664,0
28/01/2016,23,0.00085,0
28/01/2016,24,0.00011,0
29/01/2016,1,0.00048,0
29/01/2016,2,0,0
29/01/2016,3,0,0
29/01/2016,4,0,0
29/01/2016,5,0,0
29/01/2016,6,0.00079,0
29/01/2016,7,0.00336,0
29/01/2016,8,0.00476,0
29/01/2016,9,0.00594,0
29/01/2016,10,0.00597,0
29/01/2016,11,0.00984,0
29/01/2016,12,0.00672,0
29/01/2016,13,0.00672,0
29/01/2016,14,0.01363,0
29/01/2016,15,0.00607,0
29/01/2016,16,0.00872,0
29/01/2016,17,0.02022,0
29/01/2016,18,0.04432,0
29/01/2016,19,0.054,0
29/01/2016,20,0.02534,0
29/01/2016,21,0.02414,0
29/01/2016,22,0.01619,0
29/01/2016,23,0.01291,0
29/01/2016,24,0.00869,0
30/01/2016,1,0.00984,0
30/01/2016,2,0.00411,0
30/01/2016,3,0.00313,0
30/01/2016,4,0.0008,0
30/01/2016,5,-0.00426,0
30/01/2016,6,-0.00063,0
30/01/2016,7,0,0
30/01/2016,8,0,0
30/01/2016,9,0.00039,0
30/01/2016,10,0.00078,0
30/01/2016,11,0.00039,0
30/01/2016,12,0.00196,0
30/01/2016,13,0.00582,0
30/01/2016,14,0.00574,0
30/01/2016,15,0.0057,0
30/01/2016,16,0.00295,0
30/01/2016,17,0.00223,0
30/01/2016,18,0.00481,0
30/01/2016,19,0.00593,0
30/01/2016,20,0.00583,0
30/01/2016,21,0.00262,0
30/01/2016,22,0,0
30/01/2016,23,-0.00025,0
30/01/2016,24,-0.00084,0
31/01/2016,1,-0.00002,0
31/01/2016,2,-0.00285,0
31/01/2016,3,-0.00437,0
31/01/2016,4,-0.00443,0
31/01/2016,5,-0.00433,0
31/01/2016,6,-0.00433,0
31/01/2016,7,-0.0021,0
31/01/2016,8,0.00404,0
31/01/2016,9,0.00585,0
31/01/2016,10,0.00737,0
31/01/2016,11,0.00577,0
31/01/2016,12,0.0008,0
31/01/2016,13,0.00078,0
31/01/2016,14,0,0
31/01/2016,15,0,0
31/01/2016,16,0,0
31/01/2016,17,0.00314,0
31/01/2016,18,0.00571,0
31/01/2016,19,0,0
31/01/2016,20,0,0
31/01/2016,21,0,0
31/01/2016,22,0,0
31/01/2016,23,-0.00167,0
31/01/2016,24,-0.00403,0
01/02/2016,1,-0.00448,0
01/02/2016,2,-0.00457,0
01/02/2016,3,-0.00473,0
01/02/2016,4,-0.00458,0
01/02/2016,5,-0.00446,0
01/02/2016,6,-0.00451,0
01/02/2016,7,-0.0025,0
01/02/2016,8,0.00255,0
01/02/2016,9,0.00592,0
01/02/2016,10,0.00576,0
01/02/2016,11,0.00994,0
01/02/2016,12,0.00419,0
01/02/2016,13,0.00164,0
01/02/2016,14,0,0
01/02/2016,15,0.00042,0
01/02/2016,16,0.00301,0
01/02/2016,17,0.01238,0
01/02/2016,18,0.01836,0
01/02/2016,19,0.02213,0
01/02/2016,20,0.02273,0
01/02/2016,21,0.01813,0
01/02/2016,22,0.02014,0
01/02/2016,23,0.0113,0
01/02/2016,24,0.01087,0
02/02/2016,1,0.01337,0
02/02/2016,2,0.01249,0
02/02/2016,3,0.01332,0
02/02/2016,4,0.01319,0
02/02/2016,5,0.01334,0
02/02/2016,6,0.00451,0
02/02/2016,7,0.08824,0
02/02/2016,8,0.01376,0
02/02/2016,9,0.01281,0
02/02/2016,10,0.0109,0
02/02/2016,11,0.00582,0
02/02/2016,12,0.00558,0
02/02/2016,13,0.00658,0
02/02/2016,14,0.00589,0
02/02/2016,15,0.00211,0
02/02/2016,16,0.00586,0
02/02/2016,17,0.00502,0
02/02/2016,18,0.00886,0
02/02/2016,19,0.00589,0
02/02/2016,20,0.00572,0
02/02/2016,21,0.00543,0
02/02/2016,22,0.00575,0
02/02/2016,23,0.01062,0
02/02/2016,24,0.00636,0
03/02/2016,1,0.00518,0
03/02/2016,2,0,0
03/02/2016,3,-0.00025,0
03/02/2016,4,-0.00352,0
03/02/2016,5,-0.00433,0
