date,hour,OntDemand
25/05/2016,12,16373
25/05/2016,13,16554
25/05/2016,14,16795
25/05/2016,15,17133
25/05/2016,16,17580
25/05/2016,17,17993
25/05/2016,18,18246
25/05/2016,19,18296
25/05/2016,20,18320
25/05/2016,21,18307
25/05/2016,22,16923
25/05/2016,23,15127
25/05/2016,24,13926
26/05/2016,1,13220
26/05/2016,2,12859
26/05/2016,3,12623
26/05/2016,4,12584
26/05/2016,5,12959
26/05/2016,6,13805
26/05/2016,7,15191
26/05/2016,8,15713
26/05/2016,9,16011
26/05/2016,10,16140
26/05/2016,11,16447
26/05/2016,12,16716
26/05/2016,13,16785
26/05/2016,14,16774
26/05/2016,15,16966
26/05/2016,16,17457
26/05/2016,17,18006
26/05/2016,18,18130
26/05/2016,19,18181
26/05/2016,20,18103
26/05/2016,21,18050
26/05/2016,22,16932
26/05/2016,23,15106
26/05/2016,24,13808
27/05/2016,1,13063
27/05/2016,2,12765
27/05/2016,3,12462
27/05/2016,4,12449
27/05/2016,5,12872
27/05/2016,6,13704
27/05/2016,7,15479
27/05/2016,8,16408
27/05/2016,9,17047
27/05/2016,10,17279
27/05/2016,11,17776
27/05/2016,12,18163
27/05/2016,13,18604
27/05/2016,14,18827
27/05/2016,15,19026
27/05/2016,16,19314
27/05/2016,17,19681
27/05/2016,18,19668
27/05/2016,19,19474
27/05/2016,20,19260
27/05/2016,21,19219
27/05/2016,22,17988
27/05/2016,23,16379
27/05/2016,24,14970
28/05/2016,1,14007
28/05/2016,2,13301
28/05/2016,3,12838
28/05/2016,4,12608
28/05/2016,5,12453
28/05/2016,6,12703
28/05/2016,7,13603
28/05/2016,8,14910
28/05/2016,9,16005
28/05/2016,10,16982
28/05/2016,11,17365
28/05/2016,12,17930
28/05/2016,13,18140
28/05/2016,14,18353
28/05/2016,15,18599
28/05/2016,16,19049
28/05/2016,17,19338
28/05/2016,18,19150
28/05/2016,19,18723
28/05/2016,20,18324
28/05/2016,21,18314
28/05/2016,22,17325
28/05/2016,23,16045
28/05/2016,24,14932
29/05/2016,1,14134
29/05/2016,2,13304
29/05/2016,3,12891
29/05/2016,4,12537
29/05/2016,5,12332
29/05/2016,6,12520
29/05/2016,7,13242
29/05/2016,8,14544
29/05/2016,9,15736
29/05/2016,10,16417
29/05/2016,11,16996
29/05/2016,12,17502
29/05/2016,13,17799
29/05/2016,14,18096
29/05/2016,15,18416
29/05/2016,16,18699
29/05/2016,17,18959
29/05/2016,18,18731
29/05/2016,19,18555
29/05/2016,20,18021
29/05/2016,21,18119
29/05/2016,22,17110
29/05/2016,23,15575
29/05/2016,24,14445
30/05/2016,1,13718
30/05/2016,2,13181
30/05/2016,3,12835
30/05/2016,4,12858
30/05/2016,5,13244
30/05/2016,6,14450
30/05/2016,7,16171
30/05/2016,8,17241
30/05/2016,9,17780
30/05/2016,10,18133
30/05/2016,11,18438
30/05/2016,12,18527
30/05/2016,13,18668
30/05/2016,14,18836
30/05/2016,15,19114
30/05/2016,16,19626
30/05/2016,17,19881
30/05/2016,18,19834
30/05/2016,19,19885
30/05/2016,20,19504
30/05/2016,21,19059
30/05/2016,22,17731
30/05/2016,23,16025
30/05/2016,24,14549
31/05/2016,1,13811
31/05/2016,2,13370
31/05/2016,3,12992
31/05/2016,4,12887
31/05/2016,5,13182
31/05/2016,6,13924
31/05/2016,7,15547
31/05/2016,8,16189
31/05/2016,9,16526
31/05/2016,10,16821
31/05/2016,11,17028
31/05/2016,12,17215
31/05/2016,13,17432
31/05/2016,14,17545
31/05/2016,15,17820
31/05/2016,16,18189
31/05/2016,17,18542
31/05/2016,18,18400
31/05/2016,19,18003
31/05/2016,20,17572
31/05/2016,21,17489
31/05/2016,22,16111
31/05/2016,23,14366
31/05/2016,24,13312
01/06/2016,1,12440
01/06/2016,2,12228
01/06/2016,3,12116
01/06/2016,4,12142
01/06/2016,5,12275
01/06/2016,6,13350
01/06/2016,7,14452
01/06/2016,8,14999
01/06/2016,9,15097
01/06/2016,10,15367
01/06/2016,11,15472
01/06/2016,12,15523
01/06/2016,13,15785
01/06/2016,14,15931
01/06/2016,15,16245
01/06/2016,16,16615
01/06/2016,17,16933
01/06/2016,18,17063
01/06/2016,19,17163
01/06/2016,20,17051
01/06/2016,21,17040
01/06/2016,22,16012
01/06/2016,23,14470
01/06/2016,24,13514
02/06/2016,1,12874
02/06/2016,2,12662
02/06/2016,3,12479
02/06/2016,4,12458
02/06/2016,5,12792
02/06/2016,6,13763
02/06/2016,7,15068
02/06/2016,8,15910
02/06/2016,9,16166
02/06/2016,10,16535
02/06/2016,11,16885
02/06/2016,12,17187
02/06/2016,13,17608
02/06/2016,14,17742
02/06/2016,15,18067
02/06/2016,16,18444
02/06/2016,17,18751
02/06/2016,18,18817
02/06/2016,19,18779
02/06/2016,20,18567
02/06/2016,21,18495
02/06/2016,22,17384
02/06/2016,23,15636
02/06/2016,24,14268
03/06/2016,1,13464
03/06/2016,2,12903
03/06/2016,3,12659
03/06/2016,4,12551
03/06/2016,5,12772
03/06/2016,6,13711
03/06/2016,7,15148
03/06/2016,8,15835
03/06/2016,9,16130
03/06/2016,10,16398
03/06/2016,11,16650
03/06/2016,12,16870
03/06/2016,13,17056
03/06/2016,14,17209
03/06/2016,15,17442
03/06/2016,16,17651
03/06/2016,17,17951
03/06/2016,18,18026
03/06/2016,19,17950
03/06/2016,20,17664
03/06/2016,21,17536
03/06/2016,22,16593
03/06/2016,23,15079
03/06/2016,24,13773
04/06/2016,1,13016
04/06/2016,2,12464
04/06/2016,3,12151
04/06/2016,4,11914
04/06/2016,5,11808
04/06/2016,6,11839
04/06/2016,7,12599
04/06/2016,8,13484
04/06/2016,9,14191
04/06/2016,10,14598
04/06/2016,11,14950
04/06/2016,12,15219
04/06/2016,13,15352
04/06/2016,14,15555
04/06/2016,15,15823
04/06/2016,16,16170
04/06/2016,17,16775
04/06/2016,18,16805
04/06/2016,19,16534
04/06/2016,20,15986
04/06/2016,21,16035
04/06/2016,22,15170
04/06/2016,23,14078
04/06/2016,24,13091
05/06/2016,1,12267
05/06/2016,2,11900
05/06/2016,3,11641
05/06/2016,4,11437
05/06/2016,5,11536
05/06/2016,6,11742
05/06/2016,7,12331
05/06/2016,8,13001
05/06/2016,9,13831
05/06/2016,10,14484
05/06/2016,11,14797
05/06/2016,12,14997
05/06/2016,13,15176
05/06/2016,14,15283
05/06/2016,15,15079
05/06/2016,16,15437
05/06/2016,17,15666
05/06/2016,18,15653
05/06/2016,19,15589
05/06/2016,20,15453
05/06/2016,21,15620
05/06/2016,22,14827
05/06/2016,23,13571
05/06/2016,24,12686
06/06/2016,1,12131
06/06/2016,2,11840
06/06/2016,3,11745
06/06/2016,4,11713
06/06/2016,5,12107
06/06/2016,6,13137
06/06/2016,7,14629
06/06/2016,8,15333
06/06/2016,9,15420
06/06/2016,10,15640
06/06/2016,11,15650
06/06/2016,12,15772
06/06/2016,13,15864
06/06/2016,14,16135
06/06/2016,15,16342
06/06/2016,16,16775
06/06/2016,17,17238
06/06/2016,18,17273
06/06/2016,19,17118
06/06/2016,20,17027
06/06/2016,21,16715
06/06/2016,22,15526
06/06/2016,23,14013
06/06/2016,24,12983
07/06/2016,1,12649
07/06/2016,2,12268
07/06/2016,3,12096
07/06/2016,4,12106
07/06/2016,5,12314
07/06/2016,6,13228
07/06/2016,7,14673
07/06/2016,8,15005
07/06/2016,9,15214
07/06/2016,10,15137
07/06/2016,11,15392
07/06/2016,12,15180
07/06/2016,13,15304
07/06/2016,14,15224
07/06/2016,15,15219
07/06/2016,16,15478
07/06/2016,17,15652
07/06/2016,18,15553
07/06/2016,19,15452
07/06/2016,20,15549
07/06/2016,21,15480
07/06/2016,22,14477
07/06/2016,23,13198
07/06/2016,24,12328
08/06/2016,1,11974
08/06/2016,2,11668
08/06/2016,3,11549
08/06/2016,4,11569
08/06/2016,5,11893
08/06/2016,6,12802
08/06/2016,7,14068
08/06/2016,8,14375
08/06/2016,9,14320
08/06/2016,10,14406
08/06/2016,11,14430
08/06/2016,12,14519
08/06/2016,13,14556
08/06/2016,14,14511
08/06/2016,15,14584
08/06/2016,16,14813
08/06/2016,17,14974
08/06/2016,18,14982
08/06/2016,19,15177
08/06/2016,20,15669
08/06/2016,21,15774
08/06/2016,22,14828
08/06/2016,23,13490
08/06/2016,24,12533
09/06/2016,1,12039
09/06/2016,2,11813
09/06/2016,3,11751
09/06/2016,4,11760
09/06/2016,5,12188
09/06/2016,6,13160
09/06/2016,7,14471
09/06/2016,8,14734
09/06/2016,9,14608
09/06/2016,10,14307
09/06/2016,11,14444
09/06/2016,12,14407
09/06/2016,13,14265
09/06/2016,14,14192
09/06/2016,15,14274
09/06/2016,16,14539
09/06/2016,17,14829
09/06/2016,18,15087
09/06/2016,19,15427
09/06/2016,20,15787
09/06/2016,21,15826
09/06/2016,22,14947
09/06/2016,23,13685
09/06/2016,24,12720
10/06/2016,1,12232
10/06/2016,2,11936
10/06/2016,3,11811
10/06/2016,4,11844
10/06/2016,5,12129
10/06/2016,6,12849
10/06/2016,7,14286
10/06/2016,8,14419
10/06/2016,9,14660
10/06/2016,10,14859
10/06/2016,11,14923
10/06/2016,12,14838
10/06/2016,13,14946
10/06/2016,14,15038
10/06/2016,15,15112
10/06/2016,16,15385
10/06/2016,17,15561
10/06/2016,18,15797
10/06/2016,19,16040
10/06/2016,20,15959
10/06/2016,21,15763
10/06/2016,22,14858
10/06/2016,23,13472
10/06/2016,24,12485
11/06/2016,1,11477
11/06/2016,2,11041
11/06/2016,3,11275
11/06/2016,4,11200
11/06/2016,5,11282
11/06/2016,6,11545
11/06/2016,7,12237
11/06/2016,8,13256
11/06/2016,9,14151
11/06/2016,10,14951
11/06/2016,11,15507
11/06/2016,12,15748
11/06/2016,13,15989
11/06/2016,14,15928
11/06/2016,15,16054
11/06/2016,16,16500
11/06/2016,17,17041
11/06/2016,18,17355
11/06/2016,19,17454
11/06/2016,20,17201
11/06/2016,21,17034
11/06/2016,22,16319
11/06/2016,23,14706
11/06/2016,24,13540
12/06/2016,1,12536
12/06/2016,2,11747
12/06/2016,3,11421
12/06/2016,4,11104
12/06/2016,5,10782
12/06/2016,6,10596
12/06/2016,7,11199
12/06/2016,8,11940
12/06/2016,9,12480
12/06/2016,10,12932
12/06/2016,11,13276
12/06/2016,12,13459
12/06/2016,13,13413
12/06/2016,14,13244
12/06/2016,15,13366
12/06/2016,16,13721
12/06/2016,17,14280
12/06/2016,18,14570
12/06/2016,19,14461
12/06/2016,20,14512
12/06/2016,21,14775
12/06/2016,22,14139
12/06/2016,23,13087
12/06/2016,24,12285
13/06/2016,1,11648
13/06/2016,2,11371
13/06/2016,3,11378
13/06/2016,4,11371
13/06/2016,5,11702
13/06/2016,6,12728
13/06/2016,7,14310
13/06/2016,8,14958
13/06/2016,9,15225
13/06/2016,10,15383
13/06/2016,11,15358
13/06/2016,12,15395
13/06/2016,13,15408
13/06/2016,14,15423
13/06/2016,15,15432
13/06/2016,16,15577
13/06/2016,17,15670
13/06/2016,18,15537
13/06/2016,19,15685
13/06/2016,20,15833
13/06/2016,21,15914
13/06/2016,22,15071
13/06/2016,23,13766
13/06/2016,24,12821
14/06/2016,1,12251
14/06/2016,2,11943
14/06/2016,3,11824
14/06/2016,4,11810
14/06/2016,5,12162
14/06/2016,6,13084
14/06/2016,7,14359
14/06/2016,8,14605
14/06/2016,9,14468
14/06/2016,10,14589
14/06/2016,11,14727
14/06/2016,12,14824
14/06/2016,13,14990
14/06/2016,14,15090
14/06/2016,15,15282
14/06/2016,16,15671
14/06/2016,17,16030
14/06/2016,18,16227
14/06/2016,19,16518
14/06/2016,20,16590
14/06/2016,21,16620
14/06/2016,22,15588
14/06/2016,23,14115
14/06/2016,24,13080
15/06/2016,1,12475
15/06/2016,2,12144
15/06/2016,3,11971
15/06/2016,4,11886
15/06/2016,5,12232
15/06/2016,6,13204
15/06/2016,7,14518
15/06/2016,8,14918
15/06/2016,9,15174
15/06/2016,10,15522
15/06/2016,11,15782
15/06/2016,12,16014
15/06/2016,13,16249
15/06/2016,14,16497
15/06/2016,15,16653
15/06/2016,16,16765
15/06/2016,17,16947
15/06/2016,18,16721
15/06/2016,19,16614
15/06/2016,20,16639
15/06/2016,21,16803
15/06/2016,22,15614
15/06/2016,23,14030
15/06/2016,24,13047
16/06/2016,1,12589
16/06/2016,2,12262
16/06/2016,3,12099
16/06/2016,4,12038
16/06/2016,5,12372
16/06/2016,6,13308
16/06/2016,7,14816
16/06/2016,8,15541
16/06/2016,9,15964
16/06/2016,10,16267
16/06/2016,11,16414
16/06/2016,12,16490
16/06/2016,13,16606
16/06/2016,14,16863
16/06/2016,15,17061
16/06/2016,16,17548
16/06/2016,17,17749
16/06/2016,18,17733
16/06/2016,19,17915
16/06/2016,20,17787
16/06/2016,21,17637
16/06/2016,22,16640
16/06/2016,23,15143
16/06/2016,24,13893
17/06/2016,1,13122
17/06/2016,2,12375
17/06/2016,3,12239
17/06/2016,4,12217
17/06/2016,5,12491
17/06/2016,6,13395
17/06/2016,7,14925
17/06/2016,8,15906
17/06/2016,9,16323
17/06/2016,10,16722
17/06/2016,11,17275
17/06/2016,12,17499
17/06/2016,13,17743
17/06/2016,14,18051
17/06/2016,15,18447
17/06/2016,16,18993
17/06/2016,17,19333
17/06/2016,18,19550
17/06/2016,19,19670
17/06/2016,20,19373
17/06/2016,21,18921
17/06/2016,22,17832
17/06/2016,23,16135
17/06/2016,24,14673
18/06/2016,1,13773
18/06/2016,2,13093
18/06/2016,3,12659
18/06/2016,4,12311
18/06/2016,5,12150
18/06/2016,6,12315
18/06/2016,7,13276
18/06/2016,8,14467
18/06/2016,9,15485
18/06/2016,10,16134
18/06/2016,11,16947
18/06/2016,12,17412
18/06/2016,13,17507
18/06/2016,14,17719
18/06/2016,15,18254
18/06/2016,16,18675
18/06/2016,17,18994
18/06/2016,18,19070
18/06/2016,19,18984
18/06/2016,20,18590
18/06/2016,21,18219
18/06/2016,22,17475
18/06/2016,23,16055
18/06/2016,24,14719
19/06/2016,1,13755
19/06/2016,2,13075
19/06/2016,3,12655
19/06/2016,4,12372
19/06/2016,5,12127
19/06/2016,6,12018
19/06/2016,7,12692
19/06/2016,8,13874
19/06/2016,9,15125
19/06/2016,10,15978
19/06/2016,11,16635
19/06/2016,12,17150
19/06/2016,13,17559
19/06/2016,14,17856
19/06/2016,15,18351
19/06/2016,16,19107
19/06/2016,17,19643
19/06/2016,18,19874
19/06/2016,19,20038
19/06/2016,20,19801
19/06/2016,21,19398
19/06/2016,22,18369
19/06/2016,23,16884
19/06/2016,24,15655
20/06/2016,1,14736
20/06/2016,2,14021
20/06/2016,3,13702
20/06/2016,4,13541
20/06/2016,5,13656
20/06/2016,6,14818
20/06/2016,7,16668
20/06/2016,8,17846
20/06/2016,9,18730
20/06/2016,10,19276
20/06/2016,11,19780
20/06/2016,12,20023
20/06/2016,13,20401
20/06/2016,14,20595
20/06/2016,15,20936
20/06/2016,16,21219
20/06/2016,17,21505
20/06/2016,18,21692
20/06/2016,19,21327
20/06/2016,20,21057
20/06/2016,21,20932
20/06/2016,22,19270
20/06/2016,23,17170
20/06/2016,24,15244
21/06/2016,1,13851
21/06/2016,2,13673
21/06/2016,3,13293
21/06/2016,4,13194
21/06/2016,5,13253
21/06/2016,6,14076
21/06/2016,7,15457
21/06/2016,8,15935
21/06/2016,9,16267
21/06/2016,10,16473
21/06/2016,11,16649
21/06/2016,12,16841
21/06/2016,13,16999
21/06/2016,14,17192
21/06/2016,15,17401
21/06/2016,16,17890
21/06/2016,17,18487
21/06/2016,18,18451
21/06/2016,19,18409
21/06/2016,20,18187
21/06/2016,21,18067
21/06/2016,22,16982
21/06/2016,23,15225
21/06/2016,24,14318
22/06/2016,1,13424
22/06/2016,2,12772
22/06/2016,3,12619
22/06/2016,4,12547
22/06/2016,5,12876
22/06/2016,6,13830
22/06/2016,7,15345
22/06/2016,8,15947
22/06/2016,9,16152
22/06/2016,10,16400
22/06/2016,11,16477
22/06/2016,12,16605
22/06/2016,13,16789
22/06/2016,14,17002
22/06/2016,15,17272
22/06/2016,16,17773
22/06/2016,17,18150
22/06/2016,18,18243
22/06/2016,19,18257
22/06/2016,20,18167
22/06/2016,21,17790
22/06/2016,22,16804
22/06/2016,23,15317
22/06/2016,24,14048
23/06/2016,1,13220
23/06/2016,2,12801
23/06/2016,3,12528
23/06/2016,4,12440
23/06/2016,5,12645
23/06/2016,6,13477
23/06/2016,7,14765
23/06/2016,8,15341
23/06/2016,9,16058
23/06/2016,10,16410
23/06/2016,11,16455
23/06/2016,12,16684
23/06/2016,13,16866
23/06/2016,14,17008
23/06/2016,15,16983
23/06/2016,16,17185
23/06/2016,17,17426
23/06/2016,18,17774
23/06/2016,19,18066
23/06/2016,20,17938
23/06/2016,21,17561
23/06/2016,22,16490
23/06/2016,23,15100
23/06/2016,24,14008
24/06/2016,1,13206
24/06/2016,2,12615
24/06/2016,3,12472
24/06/2016,4,12416
24/06/2016,5,12688
24/06/2016,6,13636
24/06/2016,7,15173
24/06/2016,8,15783
24/06/2016,9,16155
24/06/2016,10,16534
24/06/2016,11,16854
24/06/2016,12,17097
24/06/2016,13,17416
24/06/2016,14,17619
24/06/2016,15,17884
24/06/2016,16,18297
24/06/2016,17,18755
24/06/2016,18,18977
24/06/2016,19,19090
24/06/2016,20,18624
24/06/2016,21,18151
24/06/2016,22,17041
24/06/2016,23,15336
24/06/2016,24,14302
25/06/2016,1,13479
25/06/2016,2,12914
25/06/2016,3,12560
25/06/2016,4,12315
25/06/2016,5,12217
25/06/2016,6,12396
25/06/2016,7,13222
25/06/2016,8,14292
25/06/2016,9,15315
25/06/2016,10,15920
25/06/2016,11,16347
25/06/2016,12,16778
25/06/2016,13,17094
25/06/2016,14,17329
25/06/2016,15,17668
25/06/2016,16,18258
25/06/2016,17,18800
25/06/2016,18,19048
25/06/2016,19,18832
25/06/2016,20,18282
25/06/2016,21,17794
25/06/2016,22,17024
25/06/2016,23,15596
25/06/2016,24,14373
26/06/2016,1,13562
26/06/2016,2,12975
26/06/2016,3,12616
26/06/2016,4,12403
26/06/2016,5,12134
26/06/2016,6,11964
26/06/2016,7,12778
26/06/2016,8,14113
26/06/2016,9,15320
26/06/2016,10,16312
26/06/2016,11,17140
26/06/2016,12,17944
26/06/2016,13,18678
26/06/2016,14,19009
26/06/2016,15,19333
26/06/2016,16,19679
26/06/2016,17,19997
26/06/2016,18,20096
26/06/2016,19,19994
26/06/2016,20,19812
26/06/2016,21,19926
26/06/2016,22,18849
26/06/2016,23,17409
26/06/2016,24,16164
27/06/2016,1,15366
27/06/2016,2,14804
27/06/2016,3,14528
27/06/2016,4,14473
27/06/2016,5,14754
27/06/2016,6,15784
27/06/2016,7,17787
27/06/2016,8,18950
27/06/2016,9,19742
27/06/2016,10,20336
27/06/2016,11,20606
27/06/2016,12,20758
27/06/2016,13,20755
27/06/2016,14,20568
27/06/2016,15,20743
27/06/2016,16,20937
27/06/2016,17,21582
27/06/2016,18,21546
27/06/2016,19,21275
27/06/2016,20,20878
27/06/2016,21,20514
27/06/2016,22,19249
27/06/2016,23,17486
27/06/2016,24,15982
28/06/2016,1,15004
28/06/2016,2,14394
28/06/2016,3,13978
28/06/2016,4,13781
28/06/2016,5,13969
28/06/2016,6,14811
28/06/2016,7,16173
28/06/2016,8,16796
28/06/2016,9,16961
28/06/2016,10,16930
28/06/2016,11,17305
28/06/2016,12,17383
28/06/2016,13,17533
28/06/2016,14,17588
28/06/2016,15,17687
28/06/2016,16,17770
28/06/2016,17,17781
28/06/2016,18,17496
28/06/2016,19,17429
28/06/2016,20,17320
28/06/2016,21,17282
28/06/2016,22,16277
28/06/2016,23,14808
28/06/2016,24,13769
29/06/2016,1,13126
29/06/2016,2,12687
29/06/2016,3,12489
29/06/2016,4,12462
29/06/2016,5,12657
29/06/2016,6,13558
29/06/2016,7,15017
29/06/2016,8,15638
29/06/2016,9,15793
29/06/2016,10,16112
29/06/2016,11,16372
29/06/2016,12,16385
29/06/2016,13,16627
29/06/2016,14,16887
29/06/2016,15,17090
29/06/2016,16,17235
29/06/2016,17,17700
29/06/2016,18,18142
29/06/2016,19,18256
29/06/2016,20,18101
29/06/2016,21,17691
29/06/2016,22,16654
29/06/2016,23,15356
29/06/2016,24,14058
30/06/2016,1,13307
30/06/2016,2,12828
30/06/2016,3,12570
30/06/2016,4,12486
30/06/2016,5,12764
30/06/2016,6,13597
30/06/2016,7,14824
30/06/2016,8,15387
30/06/2016,9,16071
30/06/2016,10,16416
30/06/2016,11,16674
30/06/2016,12,16814
30/06/2016,13,16921
30/06/2016,14,17169
30/06/2016,15,17600
30/06/2016,16,17880
30/06/2016,17,18364
30/06/2016,18,18471
30/06/2016,19,18532
30/06/2016,20,17916
30/06/2016,21,17552
30/06/2016,22,16566
30/06/2016,23,14919
30/06/2016,24,13796
01/07/2016,1,12836
01/07/2016,2,12502
01/07/2016,3,12134
01/07/2016,4,11838
01/07/2016,5,11728
01/07/2016,6,11723
01/07/2016,7,12104
01/07/2016,8,12839
01/07/2016,9,13455
01/07/2016,10,13762
01/07/2016,11,14085
01/07/2016,12,14317
01/07/2016,13,14375
01/07/2016,14,14190
01/07/2016,15,14279
01/07/2016,16,14153
01/07/2016,17,14540
01/07/2016,18,14495
01/07/2016,19,14456
01/07/2016,20,14223
01/07/2016,21,14171
01/07/2016,22,13747
01/07/2016,23,12917
01/07/2016,24,12320
02/07/2016,1,11680
02/07/2016,2,11333
02/07/2016,3,11128
02/07/2016,4,11030
02/07/2016,5,11028
02/07/2016,6,10985
02/07/2016,7,11639
02/07/2016,8,12306
02/07/2016,9,12817
02/07/2016,10,13031
02/07/2016,11,13282
02/07/2016,12,13362
02/07/2016,13,13422
02/07/2016,14,13542
02/07/2016,15,13716
02/07/2016,16,14090
02/07/2016,17,14622
02/07/2016,18,14937
02/07/2016,19,15011
02/07/2016,20,14880
02/07/2016,21,14825
02/07/2016,22,14292
02/07/2016,23,13473
02/07/2016,24,12547
03/07/2016,1,11872
03/07/2016,2,11481
03/07/2016,3,11259
03/07/2016,4,11199
03/07/2016,5,11150
03/07/2016,6,11034
03/07/2016,7,11561
03/07/2016,8,12264
03/07/2016,9,12928
03/07/2016,10,13434
03/07/2016,11,13839
03/07/2016,12,14232
03/07/2016,13,14466
03/07/2016,14,14678
03/07/2016,15,14994
03/07/2016,16,15565
03/07/2016,17,16225
03/07/2016,18,16601
03/07/2016,19,16859
03/07/2016,20,16721
03/07/2016,21,16626
03/07/2016,22,15881
03/07/2016,23,14698
03/07/2016,24,13519
04/07/2016,1,12830
04/07/2016,2,12410
04/07/2016,3,12208
04/07/2016,4,12181
04/07/2016,5,12447
04/07/2016,6,13143
04/07/2016,7,14544
04/07/2016,8,15478
04/07/2016,9,16190
04/07/2016,10,16643
04/07/2016,11,17039
04/07/2016,12,17355
04/07/2016,13,17784
04/07/2016,14,18075
04/07/2016,15,18487
04/07/2016,16,19158
04/07/2016,17,19588
04/07/2016,18,19662
04/07/2016,19,19639
04/07/2016,20,19381
04/07/2016,21,18943
04/07/2016,22,17795
04/07/2016,23,16174
04/07/2016,24,14757
05/07/2016,1,13916
05/07/2016,2,13403
05/07/2016,3,13113
05/07/2016,4,13054
05/07/2016,5,13302
05/07/2016,6,14124
05/07/2016,7,15619
05/07/2016,8,16759
05/07/2016,9,17543
05/07/2016,10,18264
05/07/2016,11,18869
05/07/2016,12,19217
05/07/2016,13,19678
05/07/2016,14,19862
05/07/2016,15,20151
05/07/2016,16,20373
05/07/2016,17,20647
05/07/2016,18,20770
05/07/2016,19,20914
05/07/2016,20,20673
05/07/2016,21,20446
05/07/2016,22,19347
05/07/2016,23,17892
05/07/2016,24,16370
06/07/2016,1,15294
06/07/2016,2,14546
06/07/2016,3,14031
06/07/2016,4,13906
06/07/2016,5,14080
06/07/2016,6,14787
06/07/2016,7,16532
06/07/2016,8,17849
06/07/2016,9,18726
06/07/2016,10,19342
06/07/2016,11,19844
06/07/2016,12,20216
06/07/2016,13,20508
06/07/2016,14,20770
06/07/2016,15,21188
06/07/2016,16,21312
06/07/2016,17,21247
06/07/2016,18,20920
06/07/2016,19,20722
06/07/2016,20,20733
06/07/2016,21,20851
06/07/2016,22,19807
06/07/2016,23,18203
06/07/2016,24,16803
07/07/2016,1,15895
07/07/2016,2,15245
07/07/2016,3,14824
07/07/2016,4,14689
07/07/2016,5,14918
07/07/2016,6,15863
07/07/2016,7,17526
07/07/2016,8,18689
07/07/2016,9,19346
07/07/2016,10,20071
07/07/2016,11,20829
07/07/2016,12,21167
07/07/2016,13,21182
07/07/2016,14,20750
07/07/2016,15,20711
07/07/2016,16,21214
07/07/2016,17,21368
07/07/2016,18,21262
07/07/2016,19,21117
07/07/2016,20,20965
07/07/2016,21,20951
07/07/2016,22,19831
07/07/2016,23,18177
07/07/2016,24,16687
08/07/2016,1,15562
08/07/2016,2,14889
08/07/2016,3,14344
08/07/2016,4,14171
08/07/2016,5,14454
08/07/2016,6,15493
08/07/2016,7,16809
08/07/2016,8,17515
08/07/2016,9,18253
08/07/2016,10,18686
08/07/2016,11,19032
08/07/2016,12,19331
08/07/2016,13,19728
08/07/2016,14,20002
08/07/2016,15,20185
08/07/2016,16,20468
08/07/2016,17,20690
08/07/2016,18,20623
08/07/2016,19,20036
08/07/2016,20,19472
08/07/2016,21,19104
08/07/2016,22,18069
08/07/2016,23,16622
08/07/2016,24,15273
09/07/2016,1,14362
09/07/2016,2,13778
09/07/2016,3,13324
09/07/2016,4,13092
09/07/2016,5,13064
09/07/2016,6,13154
09/07/2016,7,13831
09/07/2016,8,14803
09/07/2016,9,15866
09/07/2016,10,16542
09/07/2016,11,16677
09/07/2016,12,16717
09/07/2016,13,16543
09/07/2016,14,16455
09/07/2016,15,16493
09/07/2016,16,16591
09/07/2016,17,16748
09/07/2016,18,16706
09/07/2016,19,16510
09/07/2016,20,16276
09/07/2016,21,16095
09/07/2016,22,15565
09/07/2016,23,14560
09/07/2016,24,13565
10/07/2016,1,12826
10/07/2016,2,12294
10/07/2016,3,11946
10/07/2016,4,11737
10/07/2016,5,11620
10/07/2016,6,11656
10/07/2016,7,12232
10/07/2016,8,13303
10/07/2016,9,14100
10/07/2016,10,14763
10/07/2016,11,15287
10/07/2016,12,15660
10/07/2016,13,15827
10/07/2016,14,16050
10/07/2016,15,16453
10/07/2016,16,17055
10/07/2016,17,17523
10/07/2016,18,17804
10/07/2016,19,17818
10/07/2016,20,17600
10/07/2016,21,17614
10/07/2016,22,16908
10/07/2016,23,15614
10/07/2016,24,14419
11/07/2016,1,13645
11/07/2016,2,13125
11/07/2016,3,12818
11/07/2016,4,12759
11/07/2016,5,13134
11/07/2016,6,13910
11/07/2016,7,15375
11/07/2016,8,16277
11/07/2016,9,16963
11/07/2016,10,17462
11/07/2016,11,18003
11/07/2016,12,18578
11/07/2016,13,19147
11/07/2016,14,19255
11/07/2016,15,19304
11/07/2016,16,19547
11/07/2016,17,19929
11/07/2016,18,19722
11/07/2016,19,19434
11/07/2016,20,19194
11/07/2016,21,18942
11/07/2016,22,17828
11/07/2016,23,15870
11/07/2016,24,14650
12/07/2016,1,13948
12/07/2016,2,13490
12/07/2016,3,13161
12/07/2016,4,13106
12/07/2016,5,13476
12/07/2016,6,14402
12/07/2016,7,15838
12/07/2016,8,16990
12/07/2016,9,17544
12/07/2016,10,18283
12/07/2016,11,18919
12/07/2016,12,19459
12/07/2016,13,19884
12/07/2016,14,20434
12/07/2016,15,20772
12/07/2016,16,21049
12/07/2016,17,21248
12/07/2016,18,21382
12/07/2016,19,21488
12/07/2016,20,21196
12/07/2016,21,20954
12/07/2016,22,19898
12/07/2016,23,18254
12/07/2016,24,16790
