date,hour,OntDemand
18/02/2016,10,17994
18/02/2016,11,17579
18/02/2016,12,17380
18/02/2016,13,17068
18/02/2016,14,16874
18/02/2016,15,16700
18/02/2016,16,16811
18/02/2016,17,17559
18/02/2016,18,18611
18/02/2016,19,19425
18/02/2016,20,19427
18/02/2016,21,19111
18/02/2016,22,18480
18/02/2016,23,17241
18/02/2016,24,16133
19/02/2016,1,15350
19/02/2016,2,15037
19/02/2016,3,14771
19/02/2016,4,14671
19/02/2016,5,14739
19/02/2016,6,15233
19/02/2016,7,16579
19/02/2016,8,17778
19/02/2016,9,17931
19/02/2016,10,17767
19/02/2016,11,17634
19/02/2016,12,17340
19/02/2016,13,17190
19/02/2016,14,16989
19/02/2016,15,17123
19/02/2016,16,17165
19/02/2016,17,17700
19/02/2016,18,18038
19/02/2016,19,18421
19/02/2016,20,18179
19/02/2016,21,17919
19/02/2016,22,17134
19/02/2016,23,15984
19/02/2016,24,14859
20/02/2016,1,14157
20/02/2016,2,13525
20/02/2016,3,13206
20/02/2016,4,13103
20/02/2016,5,12994
20/02/2016,6,13196
20/02/2016,7,13705
20/02/2016,8,14196
20/02/2016,9,14647
20/02/2016,10,14940
20/02/2016,11,15286
20/02/2016,12,15097
20/02/2016,13,15120
20/02/2016,14,14765
20/02/2016,15,14572
20/02/2016,16,14499
20/02/2016,17,15132
20/02/2016,18,16127
20/02/2016,19,17021
20/02/2016,20,16501
20/02/2016,21,16096
20/02/2016,22,15530
20/02/2016,23,14878
20/02/2016,24,14187
21/02/2016,1,13569
21/02/2016,2,13147
21/02/2016,3,12748
21/02/2016,4,12793
21/02/2016,5,12801
21/02/2016,6,12991
21/02/2016,7,13375
21/02/2016,8,13824
21/02/2016,9,14171
21/02/2016,10,14392
21/02/2016,11,14502
21/02/2016,12,14489
21/02/2016,13,14676
21/02/2016,14,14774
21/02/2016,15,14819
21/02/2016,16,15074
21/02/2016,17,15684
21/02/2016,18,16657
21/02/2016,19,17454
21/02/2016,20,17377
21/02/2016,21,17196
21/02/2016,22,16577
21/02/2016,23,15686
21/02/2016,24,14781
22/02/2016,1,14196
22/02/2016,2,13947
22/02/2016,3,13856
22/02/2016,4,13937
22/02/2016,5,14139
22/02/2016,6,14862
22/02/2016,7,16312
22/02/2016,8,17487
22/02/2016,9,17211
22/02/2016,10,16626
22/02/2016,11,16307
22/02/2016,12,16331
22/02/2016,13,16275
22/02/2016,14,16190
22/02/2016,15,16159
22/02/2016,16,16467
22/02/2016,17,17190
22/02/2016,18,18155
22/02/2016,19,19130
22/02/2016,20,19195
22/02/2016,21,18906
22/02/2016,22,18275
22/02/2016,23,17077
22/02/2016,24,15905
23/02/2016,1,15063
23/02/2016,2,14674
23/02/2016,3,14586
23/02/2016,4,14536
23/02/2016,5,14611
23/02/2016,6,15167
23/02/2016,7,16542
23/02/2016,8,17588
23/02/2016,9,17425
23/02/2016,10,16954
23/02/2016,11,16770
23/02/2016,12,16648
23/02/2016,13,16434
23/02/2016,14,16443
23/02/2016,15,16400
23/02/2016,16,16689
23/02/2016,17,17271
23/02/2016,18,18001
23/02/2016,19,18976
23/02/2016,20,19025
23/02/2016,21,18632
23/02/2016,22,17654
23/02/2016,23,16657
23/02/2016,24,15439
24/02/2016,1,14844
24/02/2016,2,14460
24/02/2016,3,14257
24/02/2016,4,14152
24/02/2016,5,14312
24/02/2016,6,14856
24/02/2016,7,16288
24/02/2016,8,17483
24/02/2016,9,17773
24/02/2016,10,17926
24/02/2016,11,18112
24/02/2016,12,18111
24/02/2016,13,18261
24/02/2016,14,18365
24/02/2016,15,18364
24/02/2016,16,18413
24/02/2016,17,19022
24/02/2016,18,19633
24/02/2016,19,19675
24/02/2016,20,19544
24/02/2016,21,18941
24/02/2016,22,18172
24/02/2016,23,16962
24/02/2016,24,15939
25/02/2016,1,15080
25/02/2016,2,14642
25/02/2016,3,14320
25/02/2016,4,14250
25/02/2016,5,14315
25/02/2016,6,15097
25/02/2016,7,16356
25/02/2016,8,17332
25/02/2016,9,17567
25/02/2016,10,17450
25/02/2016,11,17584
25/02/2016,12,17698
25/02/2016,13,17534
25/02/2016,14,17412
25/02/2016,15,17433
25/02/2016,16,17639
25/02/2016,17,17948
25/02/2016,18,18513
25/02/2016,19,19045
25/02/2016,20,19214
25/02/2016,21,18952
25/02/2016,22,18188
25/02/2016,23,17123
25/02/2016,24,16063
26/02/2016,1,15448
26/02/2016,2,15123
26/02/2016,3,14936
26/02/2016,4,14951
26/02/2016,5,15091
26/02/2016,6,15893
26/02/2016,7,17109
26/02/2016,8,18001
26/02/2016,9,17793
26/02/2016,10,17477
26/02/2016,11,17048
26/02/2016,12,16754
26/02/2016,13,16552
26/02/2016,14,16384
26/02/2016,15,16334
26/02/2016,16,16762
26/02/2016,17,17215
26/02/2016,18,18132
26/02/2016,19,19165
26/02/2016,20,19097
26/02/2016,21,18700
26/02/2016,22,18070
26/02/2016,23,17055
26/02/2016,24,15987
27/02/2016,1,14986
27/02/2016,2,14614
27/02/2016,3,14291
27/02/2016,4,14120
27/02/2016,5,14111
27/02/2016,6,14304
27/02/2016,7,14700
27/02/2016,8,14934
27/02/2016,9,15601
27/02/2016,10,15676
27/02/2016,11,15599
27/02/2016,12,15531
27/02/2016,13,15293
27/02/2016,14,15071
27/02/2016,15,15109
27/02/2016,16,15468
27/02/2016,17,16001
27/02/2016,18,16703
27/02/2016,19,17254
27/02/2016,20,17047
27/02/2016,21,16474
27/02/2016,22,15761
27/02/2016,23,15025
27/02/2016,24,14214
28/02/2016,1,13534
28/02/2016,2,13027
28/02/2016,3,12804
28/02/2016,4,12765
28/02/2016,5,12767
28/02/2016,6,12904
28/02/2016,7,13383
28/02/2016,8,13603
28/02/2016,9,14071
28/02/2016,10,14321
28/02/2016,11,14276
28/02/2016,12,14263
28/02/2016,13,14222
28/02/2016,14,13961
28/02/2016,15,13917
28/02/2016,16,14244
28/02/2016,17,15203
28/02/2016,18,15925
28/02/2016,19,16754
28/02/2016,20,16767
28/02/2016,21,16292
28/02/2016,22,15670
28/02/2016,23,14852
28/02/2016,24,13988
29/02/2016,1,13387
29/02/2016,2,12873
29/02/2016,3,12590
29/02/2016,4,12578
29/02/2016,5,12873
29/02/2016,6,13859
29/02/2016,7,15264
29/02/2016,8,16673
29/02/2016,9,16922
29/02/2016,10,16730
29/02/2016,11,16757
29/02/2016,12,16603
29/02/2016,13,16395
29/02/2016,14,16217
29/02/2016,15,16428
29/02/2016,16,17029
29/02/2016,17,17644
29/02/2016,18,18286
29/02/2016,19,18853
29/02/2016,20,18853
29/02/2016,21,18701
29/02/2016,22,18022
29/02/2016,23,17083
29/02/2016,24,16224
01/03/2016,1,15704
01/03/2016,2,15192
01/03/2016,3,14972
01/03/2016,4,14915
01/03/2016,5,14990
01/03/2016,6,15570
01/03/2016,7,16784
01/03/2016,8,17733
01/03/2016,9,17788
01/03/2016,10,17817
01/03/2016,11,17744
01/03/2016,12,17765
01/03/2016,13,17741
01/03/2016,14,17995
01/03/2016,15,18044
01/03/2016,16,18361
01/03/2016,17,18782
01/03/2016,18,19615
01/03/2016,19,20063
01/03/2016,20,19919
01/03/2016,21,19614
01/03/2016,22,18859
01/03/2016,23,17679
01/03/2016,24,16447
02/03/2016,1,15772
02/03/2016,2,15608
02/03/2016,3,15520
02/03/2016,4,15404
02/03/2016,5,15484
02/03/2016,6,16215
02/03/2016,7,17252
02/03/2016,8,17938
02/03/2016,9,18304
02/03/2016,10,18081
02/03/2016,11,17832
02/03/2016,12,17662
02/03/2016,13,17343
02/03/2016,14,17156
02/03/2016,15,17062
02/03/2016,16,17202
02/03/2016,17,17895
02/03/2016,18,18806
02/03/2016,19,19691
02/03/2016,20,19885
02/03/2016,21,19624
02/03/2016,22,19004
02/03/2016,23,17725
02/03/2016,24,16479
03/03/2016,1,15717
03/03/2016,2,15461
03/03/2016,3,15372
03/03/2016,4,15430
03/03/2016,5,15479
03/03/2016,6,15993
03/03/2016,7,17338
03/03/2016,8,18391
03/03/2016,9,18253
03/03/2016,10,17931
03/03/2016,11,17753
03/03/2016,12,17480
03/03/2016,13,17306
03/03/2016,14,17297
03/03/2016,15,17235
03/03/2016,16,17292
03/03/2016,17,17933
03/03/2016,18,18733
03/03/2016,19,19388
03/03/2016,20,19651
03/03/2016,21,19410
03/03/2016,22,18687
03/03/2016,23,17648
03/03/2016,24,16580
04/03/2016,1,15904
04/03/2016,2,15412
04/03/2016,3,15134
04/03/2016,4,15114
04/03/2016,5,15285
04/03/2016,6,15992
04/03/2016,7,17194
04/03/2016,8,17986
04/03/2016,9,18000
04/03/2016,10,17310
04/03/2016,11,16869
04/03/2016,12,16612
04/03/2016,13,16261
04/03/2016,14,16327
04/03/2016,15,16375
04/03/2016,16,16359
04/03/2016,17,16920
04/03/2016,18,17714
04/03/2016,19,18558
04/03/2016,20,18876
04/03/2016,21,18433
04/03/2016,22,17866
04/03/2016,23,16836
04/03/2016,24,15672
05/03/2016,1,14862
05/03/2016,2,14355
05/03/2016,3,14117
05/03/2016,4,14014
05/03/2016,5,14046
05/03/2016,6,14335
05/03/2016,7,14821
05/03/2016,8,15272
05/03/2016,9,15715
05/03/2016,10,15958
05/03/2016,11,16011
05/03/2016,12,16023
05/03/2016,13,15758
05/03/2016,14,15517
05/03/2016,15,15475
05/03/2016,16,15488
05/03/2016,17,15924
05/03/2016,18,16553
05/03/2016,19,17390
05/03/2016,20,17445
05/03/2016,21,17051
05/03/2016,22,16467
05/03/2016,23,15720
05/03/2016,24,14909
06/03/2016,1,14243
06/03/2016,2,13816
06/03/2016,3,13599
06/03/2016,4,13640
06/03/2016,5,13694
06/03/2016,6,14048
06/03/2016,7,14485
06/03/2016,8,14668
06/03/2016,9,14685
06/03/2016,10,14463
06/03/2016,11,14421
06/03/2016,12,14389
06/03/2016,13,14327
06/03/2016,14,14178
06/03/2016,15,14170
06/03/2016,16,14452
06/03/2016,17,15228
06/03/2016,18,16360
06/03/2016,19,17372
06/03/2016,20,17318
06/03/2016,21,16659
06/03/2016,22,16026
06/03/2016,23,15135
06/03/2016,24,14149
07/03/2016,1,13590
07/03/2016,2,13285
07/03/2016,3,13086
07/03/2016,4,13060
07/03/2016,5,13228
07/03/2016,6,13885
07/03/2016,7,15390
07/03/2016,8,16337
07/03/2016,9,16642
07/03/2016,10,16632
07/03/2016,11,16336
07/03/2016,12,15897
07/03/2016,13,15612
07/03/2016,14,15680
07/03/2016,15,15524
07/03/2016,16,15747
07/03/2016,17,16274
07/03/2016,18,16920
07/03/2016,19,17401
07/03/2016,20,17576
07/03/2016,21,17297
07/03/2016,22,16579
07/03/2016,23,15537
07/03/2016,24,14202
08/03/2016,1,13584
08/03/2016,2,13037
08/03/2016,3,12877
08/03/2016,4,12817
08/03/2016,5,13168
08/03/2016,6,13895
08/03/2016,7,14886
08/03/2016,8,15765
08/03/2016,9,16000
08/03/2016,10,15814
08/03/2016,11,15656
08/03/2016,12,15489
08/03/2016,13,15337
08/03/2016,14,15365
08/03/2016,15,15294
08/03/2016,16,15412
08/03/2016,17,15951
08/03/2016,18,16883
08/03/2016,19,17145
08/03/2016,20,17340
08/03/2016,21,17062
08/03/2016,22,16242
08/03/2016,23,15124
08/03/2016,24,14055
09/03/2016,1,13260
09/03/2016,2,12739
09/03/2016,3,12500
09/03/2016,4,12416
09/03/2016,5,12510
09/03/2016,6,13198
09/03/2016,7,14379
09/03/2016,8,15313
09/03/2016,9,15428
09/03/2016,10,15428
09/03/2016,11,15559
09/03/2016,12,15645
09/03/2016,13,15523
09/03/2016,14,15372
09/03/2016,15,15414
09/03/2016,16,15585
09/03/2016,17,15926
09/03/2016,18,16490
09/03/2016,19,16985
09/03/2016,20,17204
09/03/2016,21,16820
09/03/2016,22,16118
09/03/2016,23,14996
09/03/2016,24,13809
10/03/2016,1,13160
10/03/2016,2,12771
10/03/2016,3,12563
10/03/2016,4,12567
10/03/2016,5,12681
10/03/2016,6,13389
10/03/2016,7,14616
10/03/2016,8,15839
10/03/2016,9,16251
10/03/2016,10,16367
10/03/2016,11,16572
10/03/2016,12,16692
10/03/2016,13,16483
10/03/2016,14,16480
10/03/2016,15,16473
10/03/2016,16,16338
10/03/2016,17,16774
10/03/2016,18,17071
10/03/2016,19,17502
10/03/2016,20,17715
10/03/2016,21,17516
10/03/2016,22,16664
10/03/2016,23,15609
10/03/2016,24,14398
11/03/2016,1,13504
11/03/2016,2,13121
11/03/2016,3,13072
11/03/2016,4,12968
11/03/2016,5,12884
11/03/2016,6,13649
11/03/2016,7,14833
11/03/2016,8,16122
11/03/2016,9,16303
11/03/2016,10,16203
11/03/2016,11,15891
11/03/2016,12,15416
11/03/2016,13,14941
11/03/2016,14,14680
11/03/2016,15,14532
11/03/2016,16,14606
11/03/2016,17,15159
11/03/2016,18,15833
11/03/2016,19,16506
11/03/2016,20,17103
11/03/2016,21,16864
11/03/2016,22,16355
11/03/2016,23,15333
11/03/2016,24,14320
12/03/2016,1,13486
12/03/2016,2,13017
12/03/2016,3,12634
12/03/2016,4,12505
12/03/2016,5,12740
12/03/2016,6,13007
12/03/2016,7,13478
12/03/2016,8,13660
12/03/2016,9,13888
12/03/2016,10,13782
12/03/2016,11,13899
12/03/2016,12,13749
12/03/2016,13,13541
12/03/2016,14,13321
12/03/2016,15,13266
12/03/2016,16,13636
12/03/2016,17,14275
12/03/2016,18,14876
12/03/2016,19,15379
12/03/2016,20,15580
12/03/2016,21,15145
12/03/2016,22,14567
12/03/2016,23,13825
12/03/2016,24,13079
13/03/2016,1,12511
13/03/2016,2,12083
13/03/2016,3,11809
13/03/2016,4,11717
13/03/2016,5,11759
13/03/2016,6,12004
13/03/2016,7,12507
13/03/2016,8,12683
13/03/2016,9,12814
13/03/2016,10,13034
13/03/2016,11,13292
13/03/2016,12,13452
13/03/2016,13,13353
13/03/2016,14,13269
13/03/2016,15,13436
13/03/2016,16,13820
13/03/2016,17,14475
13/03/2016,18,14900
13/03/2016,19,15501
13/03/2016,20,15737
13/03/2016,21,15178
13/03/2016,22,14475
13/03/2016,23,13565
13/03/2016,24,12807
14/03/2016,1,12414
14/03/2016,2,12314
14/03/2016,3,12348
14/03/2016,4,12470
14/03/2016,5,13124
14/03/2016,6,14291
14/03/2016,7,15604
14/03/2016,8,16104
14/03/2016,9,16483
14/03/2016,10,16603
14/03/2016,11,16693
14/03/2016,12,16722
14/03/2016,13,16694
14/03/2016,14,16546
14/03/2016,15,16482
14/03/2016,16,16672
14/03/2016,17,16949
14/03/2016,18,16985
14/03/2016,19,17182
14/03/2016,20,17258
14/03/2016,21,16728
14/03/2016,22,15599
14/03/2016,23,14480
14/03/2016,24,13629
15/03/2016,1,13102
15/03/2016,2,12718
15/03/2016,3,12606
15/03/2016,4,12673
15/03/2016,5,13316
15/03/2016,6,14625
15/03/2016,7,15621
15/03/2016,8,16330
15/03/2016,9,16596
15/03/2016,10,16573
15/03/2016,11,16385
15/03/2016,12,16402
15/03/2016,13,16292
15/03/2016,14,16029
15/03/2016,15,16125
15/03/2016,16,16434
15/03/2016,17,16523
15/03/2016,18,16605
15/03/2016,19,17025
15/03/2016,20,17267
15/03/2016,21,16556
15/03/2016,22,15426
15/03/2016,23,14329
15/03/2016,24,13347
16/03/2016,1,12738
16/03/2016,2,12420
16/03/2016,3,12297
16/03/2016,4,12412
16/03/2016,5,12857
16/03/2016,6,14126
16/03/2016,7,15307
16/03/2016,8,15873
16/03/2016,9,16155
16/03/2016,10,16336
16/03/2016,11,16238
16/03/2016,12,16037
16/03/2016,13,16028
16/03/2016,14,15947
16/03/2016,15,15794
16/03/2016,16,15674
16/03/2016,17,15711
16/03/2016,18,15979
16/03/2016,19,16650
16/03/2016,20,16785
16/03/2016,21,16288
16/03/2016,22,15323
16/03/2016,23,14129
16/03/2016,24,13300
17/03/2016,1,12768
17/03/2016,2,12467
17/03/2016,3,12429
17/03/2016,4,12514
17/03/2016,5,13061
17/03/2016,6,14333
17/03/2016,7,15402
17/03/2016,8,15540
17/03/2016,9,15261
17/03/2016,10,15022
17/03/2016,11,14926
17/03/2016,12,15147
17/03/2016,13,15330
17/03/2016,14,15142
17/03/2016,15,15384
17/03/2016,16,15394
17/03/2016,17,15757
17/03/2016,18,15851
17/03/2016,19,16523
17/03/2016,20,16765
17/03/2016,21,16229
17/03/2016,22,15445
17/03/2016,23,14390
17/03/2016,24,13699
18/03/2016,1,13205
18/03/2016,2,12934
18/03/2016,3,12761
18/03/2016,4,12908
18/03/2016,5,13629
18/03/2016,6,14763
18/03/2016,7,15868
18/03/2016,8,16307
18/03/2016,9,16210
18/03/2016,10,16009
18/03/2016,11,15677
18/03/2016,12,15468
18/03/2016,13,15133
18/03/2016,14,14755
18/03/2016,15,14555
18/03/2016,16,14635
18/03/2016,17,15000
18/03/2016,18,15324
18/03/2016,19,16289
18/03/2016,20,16978
18/03/2016,21,16528
18/03/2016,22,15681
18/03/2016,23,14680
18/03/2016,24,13873
19/03/2016,1,13305
19/03/2016,2,13023
19/03/2016,3,12939
19/03/2016,4,13053
19/03/2016,5,13284
19/03/2016,6,13852
19/03/2016,7,14583
19/03/2016,8,14762
19/03/2016,9,14614
19/03/2016,10,14396
19/03/2016,11,14264
19/03/2016,12,14133
19/03/2016,13,13912
19/03/2016,14,13597
19/03/2016,15,13445
19/03/2016,16,13742
19/03/2016,17,14336
19/03/2016,18,14827
19/03/2016,19,15516
19/03/2016,20,16006
19/03/2016,21,15567
19/03/2016,22,15037
19/03/2016,23,14183
19/03/2016,24,13414
20/03/2016,1,13053
20/03/2016,2,12773
20/03/2016,3,12728
20/03/2016,4,12745
20/03/2016,5,12871
20/03/2016,6,13392
20/03/2016,7,13799
20/03/2016,8,14032
20/03/2016,9,14034
20/03/2016,10,13854
20/03/2016,11,13840
20/03/2016,12,13678
20/03/2016,13,13577
20/03/2016,14,13369
20/03/2016,15,13407
20/03/2016,16,13817
20/03/2016,17,14521
20/03/2016,18,15059
20/03/2016,19,15948
20/03/2016,20,16594
20/03/2016,21,16224
20/03/2016,22,15410
20/03/2016,23,14476
20/03/2016,24,13726
21/03/2016,1,13324
21/03/2016,2,13200
21/03/2016,3,13134
21/03/2016,4,13265
21/03/2016,5,13830
21/03/2016,6,15410
21/03/2016,7,16795
21/03/2016,8,16703
21/03/2016,9,16045
21/03/2016,10,15783
21/03/2016,11,15566
21/03/2016,12,15428
21/03/2016,13,15386
21/03/2016,14,15368
21/03/2016,15,15431
21/03/2016,16,15822
21/03/2016,17,16285
21/03/2016,18,16814
21/03/2016,19,17544
21/03/2016,20,18168
21/03/2016,21,17515
21/03/2016,22,16255
21/03/2016,23,15046
21/03/2016,24,14275
22/03/2016,1,13782
22/03/2016,2,13594
22/03/2016,3,13543
22/03/2016,4,13676
22/03/2016,5,14221
22/03/2016,6,15770
22/03/2016,7,16917
22/03/2016,8,16842
22/03/2016,9,16519
22/03/2016,10,16318
22/03/2016,11,16204
22/03/2016,12,15751
22/03/2016,13,15627
22/03/2016,14,15855
22/03/2016,15,16133
22/03/2016,16,16701
22/03/2016,17,17125
22/03/2016,18,17267
22/03/2016,19,17789
22/03/2016,20,17820
22/03/2016,21,17070
22/03/2016,22,15773
22/03/2016,23,14646
22/03/2016,24,13803
23/03/2016,1,13444
23/03/2016,2,13195
23/03/2016,3,13155
23/03/2016,4,13189
23/03/2016,5,13638
23/03/2016,6,15330
23/03/2016,7,16611
23/03/2016,8,16952
23/03/2016,9,16970
23/03/2016,10,16681
23/03/2016,11,16547
23/03/2016,12,16305
23/03/2016,13,16138
23/03/2016,14,15975
23/03/2016,15,16069
23/03/2016,16,16419
23/03/2016,17,17064
23/03/2016,18,17414
23/03/2016,19,17945
23/03/2016,20,17999
23/03/2016,21,17302
23/03/2016,22,16149
23/03/2016,23,14976
23/03/2016,24,14124
24/03/2016,1,13772
24/03/2016,2,13585
24/03/2016,3,13569
24/03/2016,4,13664
24/03/2016,5,14336
24/03/2016,6,15755
24/03/2016,7,17111
24/03/2016,8,17458
24/03/2016,9,17572
24/03/2016,10,17823
24/03/2016,11,17986
24/03/2016,12,18133
24/03/2016,13,18136
24/03/2016,14,18116
24/03/2016,15,17832
24/03/2016,16,17895
24/03/2016,17,17954
24/03/2016,18,17862
24/03/2016,19,18019
24/03/2016,20,18136
24/03/2016,21,17192
24/03/2016,22,15990
24/03/2016,23,14735
24/03/2016,24,13911
25/03/2016,1,13304
25/03/2016,2,12783
25/03/2016,3,12625
25/03/2016,4,12538
25/03/2016,5,12766
25/03/2016,6,13058
25/03/2016,7,13293
25/03/2016,8,13861
25/03/2016,9,14626
25/03/2016,10,15058
25/03/2016,11,15260
25/03/2016,12,15013
25/03/2016,13,14722
25/03/2016,14,14421
25/03/2016,15,14345
25/03/2016,16,14650
25/03/2016,17,14828
25/03/2016,18,14949
25/03/2016,19,15249
25/03/2016,20,15864
25/03/2016,21,15469
25/03/2016,22,14928
25/03/2016,23,14142
25/03/2016,24,13390
26/03/2016,1,13062
26/03/2016,2,12867
26/03/2016,3,12719
26/03/2016,4,12711
26/03/2016,5,12962
26/03/2016,6,13534
26/03/2016,7,14016
26/03/2016,8,14494
26/03/2016,9,14704
26/03/2016,10,14642
26/03/2016,11,14360
26/03/2016,12,14108
26/03/2016,13,13544
26/03/2016,14,13186
26/03/2016,15,13006
26/03/2016,16,13149
26/03/2016,17,13627
26/03/2016,18,14229
26/03/2016,19,14839
26/03/2016,20,15552
26/03/2016,21,15202
26/03/2016,22,14470
26/03/2016,23,13785
26/03/2016,24,13082
27/03/2016,1,12584
27/03/2016,2,12443
27/03/2016,3,12307
27/03/2016,4,12343
27/03/2016,5,12472
27/03/2016,6,12689
27/03/2016,7,13205
27/03/2016,8,13432
27/03/2016,9,13442
27/03/2016,10,13203
27/03/2016,11,12948
27/03/2016,12,12913
27/03/2016,13,12776
27/03/2016,14,12604
27/03/2016,15,12393
27/03/2016,16,12566
27/03/2016,17,12957
27/03/2016,18,13395
27/03/2016,19,13863
27/03/2016,20,14574
27/03/2016,21,14254
27/03/2016,22,13733
27/03/2016,23,13012
27/03/2016,24,12421
28/03/2016,1,12141
28/03/2016,2,11954
28/03/2016,3,11859
28/03/2016,4,11885
28/03/2016,5,12265
28/03/2016,6,13397
28/03/2016,7,14488
28/03/2016,8,15310
28/03/2016,9,15800
28/03/2016,10,15962
28/03/2016,11,16158
28/03/2016,12,16104
28/03/2016,13,16116
28/03/2016,14,15948
28/03/2016,15,16032
28/03/2016,16,16276
28/03/2016,17,16578
28/03/2016,18,16591
28/03/2016,19,16880
28/03/2016,20,17242
28/03/2016,21,16668
28/03/2016,22,15561
28/03/2016,23,14446
28/03/2016,24,13630
29/03/2016,1,13382
29/03/2016,2,13259
29/03/2016,3,13112
29/03/2016,4,13234
29/03/2016,5,13771
29/03/2016,6,15346
29/03/2016,7,16481
29/03/2016,8,16218
29/03/2016,9,15797
29/03/2016,10,15304
29/03/2016,11,15076
29/03/2016,12,14921
29/03/2016,13,14906
29/03/2016,14,14820
29/03/2016,15,14688
29/03/2016,16,14900
29/03/2016,17,15134
29/03/2016,18,15705
29/03/2016,19,16437
29/03/2016,20,17381
29/03/2016,21,16958
29/03/2016,22,15829
29/03/2016,23,14647
29/03/2016,24,13693
30/03/2016,1,13206
30/03/2016,2,13024
30/03/2016,3,12880
30/03/2016,4,13070
30/03/2016,5,13644
30/03/2016,6,15112
30/03/2016,7,16293
30/03/2016,8,15960
30/03/2016,9,15437
30/03/2016,10,15067
30/03/2016,11,14761
30/03/2016,12,14537
30/03/2016,13,14600
30/03/2016,14,14591
30/03/2016,15,14843
30/03/2016,16,15364
30/03/2016,17,15817
30/03/2016,18,15874
30/03/2016,19,16213
30/03/2016,20,16629
30/03/2016,21,15973
30/03/2016,22,14765
30/03/2016,23,13629
30/03/2016,24,12742
31/03/2016,1,12363
31/03/2016,2,12136
31/03/2016,3,12093
31/03/2016,4,12224
31/03/2016,5,12717
31/03/2016,6,14263
31/03/2016,7,15680
31/03/2016,8,16056
31/03/2016,9,16077
31/03/2016,10,16161
31/03/2016,11,16221
31/03/2016,12,16236
31/03/2016,13,16254
31/03/2016,14,16041
31/03/2016,15,15865
31/03/2016,16,16007
31/03/2016,17,16066
31/03/2016,18,15992
31/03/2016,19,16364
31/03/2016,20,16724
31/03/2016,21,15966
31/03/2016,22,14967
31/03/2016,23,13855
31/03/2016,24,12881
01/04/2016,1,12282
01/04/2016,2,12098
01/04/2016,3,11991
01/04/2016,4,12059
01/04/2016,5,12552
01/04/2016,6,14089
01/04/2016,7,15565
01/04/2016,8,15719
01/04/2016,9,15760
01/04/2016,10,15835
01/04/2016,11,15802
01/04/2016,12,15566
01/04/2016,13,15299
01/04/2016,14,15113
01/04/2016,15,15014
01/04/2016,16,15180
01/04/2016,17,15417
01/04/2016,18,15542
01/04/2016,19,15950
01/04/2016,20,16619
01/04/2016,21,16125
01/04/2016,22,15210
01/04/2016,23,14057
01/04/2016,24,13026
02/04/2016,1,12571
02/04/2016,2,12269
02/04/2016,3,12432
02/04/2016,4,12229
02/04/2016,5,12686
02/04/2016,6,13279
02/04/2016,7,13859
02/04/2016,8,14456
02/04/2016,9,14715
02/04/2016,10,14699
02/04/2016,11,14589
02/04/2016,12,14312
02/04/2016,13,14178
02/04/2016,14,14118
02/04/2016,15,14270
02/04/2016,16,14733
02/04/2016,17,15333
02/04/2016,18,15296
02/04/2016,19,15340
02/04/2016,20,15787
02/04/2016,21,15370
02/04/2016,22,14623
02/04/2016,23,13927
02/04/2016,24,13408
03/04/2016,1,12963
03/04/2016,2,12708
03/04/2016,3,12611
03/04/2016,4,12644
03/04/2016,5,12886
03/04/2016,6,13432
03/04/2016,7,13681
03/04/2016,8,14107
03/04/2016,9,14179
03/04/2016,10,14287
03/04/2016,11,14522
03/04/2016,12,14580
03/04/2016,13,14502
03/04/2016,14,14647
03/04/2016,15,14959
03/04/2016,16,15726
03/04/2016,17,16571
03/04/2016,18,16726
03/04/2016,19,16966
03/04/2016,20,17057
03/04/2016,21,16576
03/04/2016,22,15563
03/04/2016,23,14570
03/04/2016,24,13863
04/04/2016,1,13551
04/04/2016,2,13520
04/04/2016,3,13478
04/04/2016,4,13591
04/04/2016,5,14142
04/04/2016,6,15645
04/04/2016,7,16593
04/04/2016,8,17153
04/04/2016,9,17134
04/04/2016,10,16966
04/04/2016,11,16737
04/04/2016,12,16443
04/04/2016,13,16010
04/04/2016,14,15737
04/04/2016,15,15701
04/04/2016,16,16075
04/04/2016,17,16326
04/04/2016,18,16539
04/04/2016,19,17010
04/04/2016,20,17817
04/04/2016,21,17561
04/04/2016,22,16615
04/04/2016,23,15532
04/04/2016,24,14671
05/04/2016,1,14345
05/04/2016,2,14197
05/04/2016,3,14163
05/04/2016,4,14251
05/04/2016,5,15094
05/04/2016,6,16512
05/04/2016,7,17348
05/04/2016,8,16885
05/04/2016,9,16327
05/04/2016,10,16040
05/04/2016,11,16018
05/04/2016,12,15655
05/04/2016,13,15499
05/04/2016,14,15514
05/04/2016,15,15322
05/04/2016,16,15542
05/04/2016,17,15970
05/04/2016,18,16343
05/04/2016,19,17034
05/04/2016,20,17821
05/04/2016,21,17359
05/04/2016,22,16510
05/04/2016,23,15192
05/04/2016,24,14435
06/04/2016,1,14025
06/04/2016,2,13764
06/04/2016,3,13625
06/04/2016,4,13646
06/04/2016,5,14129
06/04/2016,6,15534
06/04/2016,7,16423
06/04/2016,8,16622
06/04/2016,9,16915
06/04/2016,10,17123
06/04/2016,11,17017
06/04/2016,12,16966
06/04/2016,13,16893
06/04/2016,14,16923
06/04/2016,15,17057
06/04/2016,16,17367
06/04/2016,17,17565
06/04/2016,18,17367
06/04/2016,19,17553
06/04/2016,20,17765
06/04/2016,21,16936
06/04/2016,22,15946
